id,title,year
5201,Mangiati vivi!,1980
5202,Mon oncle d'Amérique,1980
5203,The Monster Club,1980
5204,La mort en direct,1980
5205,Motel Hell,1980
5206,Mother's Day,1980
5207,The Mountain Men,1980
5208,The Ninth Configuration,1980
5209,North Sea Hijack,1979
5210,Le notti del terrore,1981
5211,The Nude Bomb,1980
5212,The Octagon,1980
5213,"Oh, God! Book II",1980
5214,"Oh, God! You Devil",1984
5215,Oh Heavenly Dog,1980
5216,"Pepi, Luci, Bom y otras chicas del montón",1980
5217,Poliziotto superpiù,1980
5218,Ice Age,2002
5219,Resident Evil,2002
5220,Showtime,2002
5221,Harrison's Flowers,2000
5222,Kissing Jessica Stein,2001
5223,Pauline & Paulette,2001
5224,Eastern Promises,2007
5225,Y tu mamá también,2001
5226,All the Right Moves,1983
5227,Barabba,1961
5228,The Ghost Breakers,1940
5229,I Think I Do,1997
5230,The Paleface,1948
5231,Road to Morocco,1942
5232,Road to Singapore,1940
5233,Road to Utopia,1946
5234,Road to Zanzibar,1941
5235,Split Second,1992
5236,Conte de printemps,1990
5237,Taps,1981
5238,Return of the Secaucus Seven,1979
5239,Rude Boy,1980
5240,Running Scared,2006
5241,Seems Like Old Times,1980
5242,Serial,1980
5243,Shi di chu ma,1980
5244,Shogun Assassin,1980
5245,Simon,2004
5246,Smokey and the Bandit II,1980
5247,Smokey and the Bandit,1977
5248,Smokey and the Bandit Part 3,1983
5249,Spetters,1980
5250,Stir Crazy,1980
5251,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,1980
5252,Tegeran-43,1981
5253,Cousins,1989
5254,Blade II,2002
5255,Sorority Boys,2002
5256,Stolen Summer,2002
5258,George Washington,2000
5259,Homicide: The Movie,2000
5260,La vida es silbar,1998
5262,Mr. Sardonicus,1961
5263,Strait-Jacket,1964
5264,Clockstoppers,2002
5265,Death to Smoochy,2002
5266,Panic Room,2002
5267,The Rookie,2002
5268,No Such Thing,2001
5269,La pianiste,2001
5272,L'emploi du temps,2001
5273,Very Annie Mary,2001
5274,Bar Girls,1994
5275,Boxcar Bertha,1972
5276,Crimes of Passion,1984
5277,The Evil That Men Do,1984
5278,Fraternity Vacation,1985
5279,Impromptu,1991
5280,Salmonberries,1991
5281,The Wrong Guy,1997
5282,High Crimes,2002
5283,Van Wilder,2002
5284,Crush,2001
5285,Lucky Break,2001
5286,Les destinées sentimentales,2000
5287,"After Dark, My Sweet",1990
5288,The Atomic Cafe,1982
5289,Body and Soul,1947
5290,First Men in the Moon,1964
5291,Rashômon,1950
5292,Slap Shot,1977
5293,Changing Lanes,2002
5294,Frailty,2001
5295,New Best Friend,2002
5296,The Sweetest Thing,2002
5297,The Cat's Meow,2001
5298,Human Nature,2001
5299,My Big Fat Greek Wedding,2002
5300,3:10 to Yuma,2007
5301,Bite the Bullet,1975
5302,Breakout,1975
5303,Joe Versus the Volcano,1990
5304,"Roma, città aperta",1945
5305,Return of the Killer Tomatoes!,1988
5306,Return to Horror High,1987
5307,Taking Care of Business,1990
5308,3 Men and a Baby,1987
5309,3 Men and a Little Lady,1990
5310,Transylvania 6-5000,1985
5311,The Watcher in the Woods,1980
5312,Murder by Numbers,2002
5313,The Scorpion King,2002
5314,Abril Despedaçado,2001
5315,Chelsea Walls,2001
5316,Enigma,2001
5317,Les filles ne savent pas nager,2000
5318,Joshua,2007
5319,Nueve reinas,2000
5321,The Triumph of Love,2001
5322,World Traveler,2001
5323,Jason X,2001
5324,Life or Something Like It,2002
5325,Dogtown and Z-Boys,2001
5326,"Frank McKlusky, C.I.",2002
5327,Éloge de l'amour,2001
5328,Singin' in the Rain,1952
5329,The Salton Sea,2002
5331,Vulgar,2000
5332,The Aviator,2004
5333,Bob le flambeur,1956
5334,Cadillac Man,1990
5335,The Coca-Cola Kid,1985
5336,Soy Cuba,1964
5337,Delirious,2006
5338,Full Moon in Blue Water,1988
5339,Husbands and Wives,1992
5340,G.I. Joe: The Rise of Cobra,2009
5341,Lenny,1974
5342,Nomads,2001
5343,The Temp,1993
5344,Thief of Hearts,1984
5345,Triumph of the Spirit,1989
5346,Wild Orchid,1989
5347,Deuces Wild,2002
5348,Hollywood Ending,2002
5349,Spider-Man,2002
5350,The Mystic Masseur,2001
5351,Akai hashi no shita no nurui mizu,2001
5352,The Big Sleep,1946
5353,Butterflies Are Free,1972
5354,Cactus Flower,1969
5355,The Cassandra Crossing,1976
5356,The Giant Spider Invasion,1975
5357,Iron Will,1994
5358,Mountains of the Moon,1990
5359,Rambling Rose,1991
5360,Soul Survivors,2001
5361,White Fang,1991
5362,White Fang 2: Myth of the White Wolf,1994
5363,The New Guy,2002
5364,Unfaithful,2002
5365,L'anglaise et le duc,2001
5366,Whore,2008
5367,My Beautiful Laundrette,1985
5368,Ballada o soldate,1959
5369,Big Bad Mama,1974
5370,Big Bad Mama II,1987
5371,Buio Omega,1979
5372,Calamity Jane,1953
5373,Letyat zhuravli,1957
5374,The Devil-Doll,1936
5375,The Harvey Girls,1946
5376,The Lady in Red,1979
5377,About a Boy,2002
5378,Star Wars: Episode II - Attack of the Clones,2002
5379,Believers,2007
5380,The Importance of Being Earnest,2002
5381,The Charge of the Light Brigade,1968
5382,Every Which Way But Loose,1978
5383,The Hound of the Baskervilles,1959
5384,I Want to Live!,1958
5385,The Last Waltz,1978
5386,The Pride and the Passion,1957
5387,Enough,2002
5388,Insomnia,2002
5389,Spirit: Stallion of the Cimarron,2002
5390,CQ,2001
5391,Thirteen Conversations About One Thing,2001
5392,Bus Stop,1956
5393,Midnight Cowboy,1969
5394,Don't Bother to Knock,1952
5395,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",1922
5396,Let's Make Love,1960
5397,Monkey Business,1931
5398,Requiem for a Heavyweight,1962
5399,River of No Return,1954
5400,The Sum of All Fears,2002
5401,Undercover Brother,2002
5402,The Diaries of Vaslav Nijinsky,2001
5403,The Sleepy Time Gal,2001
5404,84 Charing Cross Road,1987
5405,Dakota,1945
5406,The Desert Rats,1953
5407,La bûche,1999
5408,Nora inu,1949
5409,Rapid Fire,1992
5410,Silent Running,1972
5411,Summer Holiday,1963
5412,The Villain,1979
5413,Zombi Holocaust,1980
5414,Bad Company,2002
5415,Divine Secrets of the Ya-Ya Sisterhood,2002
5416,Cherish,2002
5417,Atanarjuat,2001
5418,The Bourne Identity,2002
5419,Scooby-Doo,2002
5420,Windtalkers,2002
5421,The Dangerous Lives of Altar Boys,2002
5422,The Emperor's New Clothes,2001
5423,Gangster No. 1,2000
5424,Harvard Man,2001
5425,Tmavomodrý svet,2001
5426,Bad Company,2002
5427,Caveman,1981
5428,Cheech & Chong's The Corsican Brothers,1984
5429,5 Card Stud,1968
5431,Goin' South,1978
5432,Hero and the Terror,1988
5433,Silver Bullet,1985
5434,"Sorry, Wrong Number",1948
5435,Pirates of the Caribbean: Dead Man's Chest,2006
5436,The Horse's Mouth,1958
5437,The Manhattan Project,1986
5438,Men at Work,1990
5439,S.O.B.,1981
5440,She Wore a Yellow Ribbon,1949
5441,Traces of Red,1992
5442,V.I. Warshawski,1991
5443,Juwanna Mann,2002
5444,Lilo & Stitch,2002
5445,Minority Report,2002
5446,Rabbit-Proof Fence,2002
5447,Sunshine State,2002
5448,Hey Arnold! The Movie,2002
5449,Mr. Deeds,2002
5450,Lovely & Amazing,2001
5451,Pumpkin,2002
5452,Look Who's Talking Now,1993
5453,Lost in Yonkers,1993
5454,Mo' Money,1992
5455,The Object of Beauty,1991
5456,Wagons East,1994
5457,Zebrahead,1992
5458,Like Mike,2002
5459,Men in Black II,2002
5460,The Powerpuff Girls,2002
5461,Me Without You,2001
5462,The Crocodile Hunter: Collision Course,2002
5463,Reign of Fire,2002
5464,Road to Perdition,2002
5465,Riri Shushu no subete,2001
5466,Ma femme est une actrice,2001
5467,Never Say Never Again,1983
5468,20 Million Miles to Earth,1957
5469,Grand Theft Auto,1977
5470,The Importance of Being Earnest,2002
5471,A Perfect Getaway,2009
5472,1776,1972
5473,Faustrecht der Freiheit,1975
5474,The Legend of Boggy Creek,1972
5475,Dragon Ball Z,1989
5476,Halloween: Resurrection,2002
5477,Lucía y el sexo,2001
5478,Eight Legged Freaks,2002
5479,K-19: The Widowmaker,2002
5480,Stuart Little 2,2002
5481,Austin Powers in Goldmember,2002
5482,The Country Bears,2002
5483,The Kid Stays in the Picture,2002
5484,Xingfu shiguang,2000
5485,Tadpole,2002
5486,Who Is Cletis Tout?,2001
5487,Harry and Walter Go to New York,1976
5488,Händler der vier Jahreszeiten,1971
5489,Nosferatu: Phantom der Nacht,1979
5490,The Big Bus,1976
5491,The Eddy Duchin Story,1956
5492,Fathom,1967
5493,In Like Flint,1967
5494,La terra trema: Episodio del mare,1948
5495,Modesty Blaise,1966
5496,Ossessione,1943
5497,Our Man Flint,1966
5498,Akahige,1965
5499,The Adventures of Robin Hood,1938
5500,Top Secret!,1984
5501,The Master of Disguise,2002
5502,Signs,2002
5503,L'ultimo bacio,2001
5504,Spy Kids 2: Island of Lost Dreams,2002
5505,The Good Girl,2002
5506,Blood Work,2002
5507,xXx,2002
5508,24 Hour Party People,2002
5509,Biggie and Tupac,2002
5510,The Château,2001
5511,Die Büchse der Pandora,1929
5512,Raye makhfi,2001
5513,Martin Lawrence Live: Runteldat,2002
5514,Lan yu,2001
5515,Sånger från andra våningen,2000
5516,Sur mes lèvres,2001
5517,Merci pour le chocolat,2000
5518,Beau-père,1981
5519,Change of Habit,1969
5520,Une affaire de goût,2000
5521,Lean on Me,1989
5522,Rollerball,1975
5523,The Adventures of Pluto Nash,2002
5524,Blue Crush,2002
5525,Bella Martha,2001
5526,Seom,2000
5527,Possession,2009
5528,One Hour Photo,2002
5529,Serving Sara,2002
5530,S1m0ne,2002
5531,Undisputed,2002
5532,Amy's Orgasm,2001
5533,Children on Their Birthdays,2002
5534,Hush,1998
5535,Comment j'ai tué mon père,2001
5537,Satin rouge,2002
5538,The Care Bears Movie,1985
5539,Care Bears Movie II: A New Generation,1986
5540,Clash of the Titans,1981
5541,Hot Shots!,1991
5542,Nightmare City 2035,2007
5543,Shark Swarm,2008
5544,Time After Time,1979
5545,The Unearthly,1957
5546,976-Evil II,1992
5547,Camilla,1994
5548,Down and Out in Beverly Hills,1986
5549,Flaming Star,1960
5550,Love Me Tender,1956
5551,The Return of the Vampire,1944
5552,The Revenge of Frankenstein,1958
5553,Stakeout,1987
5554,Wild in the Country,1961
5555,Wolfen,1981
5556,FeardotCom,2002
5557,Slap Her... She's French,2002
5558,Love and a Bullet,2002
5559,Juana la Loca,2001
5560,À nous la liberté,1931
5561,True Colors,1991
5562,Blade,1998
5563,City by the Sea,2002
5564,Swimfan,2002
5567,Incubus,2006
5568,Johnny Dangerously,1984
5569,The Last House on the Left,2009
5570,Tesis,1996
5572,Barbershop 2: Back in Business,2004
5573,Stealing Harvard,2002
5574,The Transporter,2002
5575,Betty Fisher et autres histoires,2001
5576,Les enfants du siècle,1999
5577,Igby Goes Down,2002
5580,Aspen Extreme,1993
5581,Betsy's Wedding,1990
5582,Captain Ron,1992
5583,The Devil Bat,1940
5584,Ernest Goes to Jail,1990
5585,Ernest Scared Stupid,1991
5586,The Gypsy Moths,1969
5587,The Hills Have Eyes II,2007
5588,The Hills Have Eyes,2006
5589,Indian Summer,1996
5590,The Mack,1973
5591,Monkey Trouble,1994
5592,Monster in the Closet,1986
5593,No Way to Treat a Lady,1968
5595,Shock Waves,1977
5596,Spaced Invaders,1990
5597,Suburban Commando,1991
5598,Surf Ninjas,1993
5599,Tabu: A Story of the South Seas,1931
5600,The Wanderers,1979
5601,The Yearling,1946
5602,The Ladykillers,2004
5603,The Lavender Hill Mob,1951
5604,The Man in the White Suit,1951
5605,Ratcatcher,1999
5606,Society,1989
5607,El hijo de la novia,2001
5608,Das Experiment,2001
5609,Ballistic: Ecks vs. Sever,2002
5610,The Banger Sisters,2002
5611,The Four Feathers,2002
5612,Trapped,2002
5613,8 femmes,2002
5614,Le fate ignoranti,2001
5615,Invincible,2006
5616,The Mesmerist,2002
5617,Secretary,2002
5618,Sen to Chihiro no kamikakushi,2001
5619,The Trials of Henry Kissinger,2002
5620,Sweet Home Alabama,2002
5621,The Tuxedo,2002
5622,Charlie and the Chocolate Factory,2005
5623,Crazy as Hell,2002
5624,Ae Fond Kiss...,2004
5625,Moonlight Mile,2002
5626,Shanghai Ghetto,2002
5627,Skins,2002
5628,Wasabi,2001
5629,Jonah: A VeggieTales Movie,2002
5630,Red Dragon,2002
5631,Between Strangers,2002
5632,Bloody Sunday,2002
5633,Heaven,2002
5634,Pipe Dream,2002
5635,The Man from Elysian Fields,2001
5636,Welcome to Collinwood,2002
5637,Flirting with Disaster,1996
5638,Mosura tai Gojira,1964
5639,Gojira-Minira-Gabara: Oru kaijû daishingeki,1969
5640,"Godzilla, King of the Monsters!",1956
5641,Modern Times,1936
5642,The Onion Field,1979
5643,Powaqqatsi,1988
5644,The Pride of the Yankees,1942
5645,Texasville,1990
5646,Dangerous Liaisons,1988
5647,Ernest Goes to Africa,1997
5648,Ernest in the Army,1998
5649,Dracula,1958
5650,The Adventures of Bob & Doug McKenzie: Strange Brew,1983
5651,The Incredible Mr. Limpet,1964
5652,Claire of the Moon,1992
5653,Sukiyaki Western Django,2007
5654,Django 2: il grande ritorno,1987
5655,The Fan,1996
5656,Festival in Cannes,2001
5657,Flashback,1990
5658,Hanky Panky,1982
5659,The Rocking Horse Winner,1949
5660,Seance on a Wet Afternoon,1964
5661,Shamus,1973
5662,The Wrong Guy,1997
5663,Eight Below,2006
5664,Brown Sugar,2002
5665,Knockaround Guys,2001
5666,The Rules of Attraction,2002
5667,Tuck Everlasting,2002
5668,White Oleander,2002
5669,Bowling for Columbine,2002
5670,Comedian,2002
5671,Le bossu,1997
5672,Pokémon 4Ever,2002
5673,Punch-Drunk Love,2002
5675,Swept Away,2002
5676,The Young Unknowns,2000
5677,Abandon,2002
5678,The 51st State,2001
5679,The Ring,2002
5680,Auto Focus,2002
5681,La faute à Fidel!,2006
5682,The Grey Zone,2001
5683,Hansel & Gretel,2002
5684,Naqoyqatsi,2002
5685,Real Women Have Curves,2002
5686,Russkiy kovcheg,2002
5687,Goyangileul butaghae,2001
5688,Tully,2000
5689,Billy Bathgate,1991
5690,Hotaru no haka,1988
5691,Jason Goes to Hell: The Final Friday,1993
5692,The Mechanic,1972
5693,Saturday Night Fever,1977
5694,Stay Alive,2006
5695,To the Devil a Daughter,1976
5696,Urban Cowboy,1980
5697,Terror Train,1980
5698,Times Square,1980
5699,Tom Horn,1980
5700,L'uomo puma,1980
5701,Up the Academy,1980
5702,When Time Ran Out...,1980
5703,Wholly Moses!,1980
5705,Xanadu,1980
5706,...All the Marbles,1981
5707,Absence of Malice,1981
5708,All Night Long,1962
5709,The Moguls,2005
5710,Banana Joe,1982
5711,Die bleierne Zeit,1981
5712,Blow Out,1981
5714,Buddy,1997
5715,Burn After Reading,2008
5716,The Butterfly Effect,2004
5717,Cannibal ferox,1981
5718,Carbon Copy,1981
5719,Charlie Chan and the Curse of the Dragon Queen,1981
5720,"Chi trova un amico, trova un tesoro",1981
5721,The Chosen,1981
5722,The Goat,1921
5723,Continental Divide,1981
5724,The Creature Wasn't Nice,1983
5725,Czlowiek z zelaza,1981
5726,Dead & Buried,1981
5727,Deadly Blessing,1981
5728,Death Hunt,1981
5729,Endless Love,1981
5730,Enter the Ninja,1981
5731,The Entity,1981
5732,Eye of the Needle,1981
5733,Eyewitness,1970
5734,Faces of Death II,1981
5735,Faces of Death,1978
5736,Faces of Death III,1985
5737,Faces of Death IV,1990
5738,Faces of Death V,1995
5739,Faces of Death VI,1996
5740,Faces of Death: Fact or Fiction?,1999
5741,La femme d'à côté,1981
5742,First Monday in October,1981
5743,Fort Apache the Bronx,1981
5744,Four Friends,1981
5745,Händler der vier Jahreszeiten,1971
5746,Galaxy of Terror,1981
5747,Gallipoli,1981
5748,Zork: Grand Inquisitor,1997
5749,Sien nui yau wan,1987
5750,Going Ape!,1981
5751,Goodbye Pork Pie,1981
5752,Gregory's Girl,1981
5753,Göta kanal eller Vem drog ur proppen?,1981
5754,Cool Hand Luke,1967
5755,Happy Birthday to Me,1981
5756,Heartbeeps,1981
5759,"Ladies and Gentlemen, the Fabulous Stains",1982
5760,Lady Chatterley's Lover,1981
5761,The Legend of the Lone Ranger,1981
5762,Lili Marleen,1981
5763,Lola,1981
5764,Looker,1981
5765,"Looney, Looney, Looney Bugs Bunny Movie",1981
5766,"I, Madman",1989
5767,Mis,1981
5768,Modern Problems,1981
5769,Modern Romance,1981
5770,Ms. 45,1981
5771,My Bloody Valentine,2009
5772,My Dinner with Andre,1981
5773,Your Friends & Neighbors,1998
5774,Night of the Zombies,1981
5775,The Night the Lights Went Out in Georgia,1981
5776,Only When I Laugh,1981
5777,Pennies from Heaven,1981
5778,Five Easy Pieces,1970
5779,Piranha Part Two: The Spawning,1981
5780,Polyester,1981
5781,Private Lessons,1981
5782,Le professionnel,1981
5783,Derrida,2002
5784,Ghost Ship,2002
5785,Jackass: The Movie,2002
5786,Paid in Full,2002
5787,The Truth About Charlie,2002
5788,All or Nothing,2002
5789,All the Queen's Men,2001
5790,Food of Love,2002
5791,Frida,2002
5792,Roger Dodger,2002
5793,Time Changer,2002
5794,Beau travail,1999
5795,The Big Knife,1955
5796,Casino Royale,2006
5797,The Company of Wolves,1984
5798,Escanaba in da Moonlight,2001
5799,Exodus,1960
5800,How to Murder Your Wife,1965
5801,The Russians Are Coming the Russians Are Coming,1966
5802,The World of Henry Orient,1964
5803,I Spy,2002
5804,The Santa Clause 2,2002
5806,Takhté siah,2000
5807,Love in the Time of Money,2002
5808,The Weight of Water,2000
5809,Femme Fatale,2002
5810,8 Mile,2002
5811,Tout près des étoiles: Les danseurs de l'Opéra de Paris,2001
5812,Far from Heaven,2002
5813,"Dieu est grand, je suis toute petite",2001
5814,The Rising Place,2001
5815,Half Past Dead 2,2007
5816,Harry Potter and the Chamber of Secrets,2002
5817,Ararat,2002
5818,El crimen del padre Amaro,2002
5819,Interview with the Assassin,2002
5820,Standing in the Shadows of Motown,2002
5821,Jibeuro,2002
5822,Acción mutante,1993
5823,Eyes of an Angel,1991
5824,Liberty Stands Still,2002
5825,The Life and Death of Colonel Blimp,1943
5826,Rio Grande,1950
5827,Young Americans,2000
5828,Bad Day at Black Rock,1955
5829,Men with Brooms,2002
5830,Mysterious Island,1961
5831,Soul Assassin,2001
5832,Left Behind II: Tribulation Force,2002
5833,Dog Soldiers,2002
5834,Goldfinger,1964
5835,"God afton, Herr Wallenberg - En Passionshistoria från verkligheten",1990
5836,Houseboat,1958
5837,Legion of the Dead,2005
5838,Madame Bovary,1991
5839,La gloire de mon père,1990
5840,Le château de ma mère,1990
5841,Return to the Blue Lagoon,1991
5842,Trop belle pour toi,1989
5843,Toy Soldiers,1991
5844,The Prowler,1981
5845,The Pursuit of D.B. Cooper,1981
5846,Raggedy Man,1981
5847,Ragtime,1981
5848,Rich and Famous,1981
5849,Ricomincio da tre,1981
5851,Rollover,1981
5852,Saturday the 14th,1981
5853,Scanners,1981
5854,Sharky's Machine,1981
5855,Shock Treatment,1981
5856,Sjecas li se Dolly Bell,1981
5857,So Fine,1981
5858,La soupe aux choux,1981
5859,Southern Comfort,1981
5860,Sphinx,1981
5861,Storie di ordinaria follia,1981
5862,Student Bodies,1981
5863,Take This Job and Shove It,1981
5864,Tarzan the Ape Man,1932
5865,Tattoo,2002
5866,They All Laughed,1981
5867,The Thief of Bagdad,1924
5868,Elvis,1979
5869,True Confessions,1981
5870,Revolution #9,2001
5872,Die Another Day,2002
5873,The Emperor's Club,2002
5874,Friday After Next,2002
5875,Personal Velocity: Three Portraits,2002
5876,The Quiet American,2002
5878,Hable con ella,2002
5879,Eight Crazy Nights,2002
5880,Extreme Ops,2002
5881,Solyaris,1972
5882,Treasure Planet,2002
5883,They,2002
5884,Chrome Hearts,1989
5885,"Was tun, wenn's brennt?",2001
5886,Ik ook van jou,2001
5887,Another You,1991
5888,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
5889,Zhestokiy romans,1984
5890,Elling,2001
5891,Day of the Woman,1978
5892,The Island at the Top of the World,1974
5893,The Last Seduction,1994
5895,Contact,1997
5896,New Waterford Girl,1999
5897,Das Arche Noah Prinzip,1984
5898,The Sword and the Sorcerer,1982
5899,Zulu,1964
5900,Analyze That,2002
5901,Empire,2002
5902,Adaptation.,2002
5903,Equilibrium,2002
5906,Ça commence aujourd'hui,1999
5907,Madea Goes to Jail,2009
5909,Bijitâ Q,2001
5910,Les uns et les autres,1981
5911,Urgh! A Music War,1981
5912,Vabank,1981
5913,Varning för Jönssonligan,1981
5914,"Vernon, Florida",1981
5915,Victory,1981
5916,Whose Life Is It Anyway?,1981
5917,Zoot Suit,1981
5918,Alone in the Dark,2005
5919,Android Apocalypse,2006
5921,Attack Force Z,1982
5922,Attila,1954
5923,Author! Author!,1982
5924,Barbarosa,1982
5925,The Beast Within,1982
5926,My Best Friend's Wedding,1997
5927,The Best Little Whorehouse in Texas,1982
5928,The Border,1982
5929,La boum,1980
5930,Brimstone & Treacle,1982
5931,Britannia Hospital,1982
5932,Burden of Dreams,1982
5933,Cannery Row,1982
5935,Class of 1984,1982
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982
5937,Danton,1983
5938,Deathtrap,1982
5939,Dünyayi kurtaran adam,1982
5940,Eating Raoul,1982
5941,Drumline,2002
5942,The Hot Chick,2002
5943,Maid in Manhattan,2002
5944,Star Trek: Nemesis,2002
5945,About Schmidt,2002
5946,El Bola,2000
5947,Evelyn,2002
5948,Family Guy,1999
5949,Intacto,2001
5950,The Jimmy Show,2001
5951,Morvern Callar,2002
5952,The Lord of the Rings: The Two Towers,2002
5953,Guizi lai le,2000
5954,25th Hour,2002
5955,Antwone Fisher,2002
5956,Gangs of New York,2002
5957,Two Weeks Notice,2002
5958,The Wild Thornberrys Movie,2002
5959,Narc,2002
5960,Bad Influence,1990
5961,Blue Steel,1989
5962,Body of Evidence,1993
5963,The Children's Hour,1961
5964,The Business,2005
5965,The Duellists,1977
5966,A Kiss Before Dying,1956
5968,Miami Blues,1990
5969,My Girl,1991
5970,My Girl,1991
5971,Tonari no Totoro,1988
5972,The Road to Hong Kong,1962
5973,Running Time,1997
5974,The Thief of Bagdad,1924
5975,War and Peace,1956
5976,Stay,2006
5977,Where's Poppa?,1970
5978,The Whistle Blower,1987
5979,Attack of the Crab Monsters,1957
5980,Black Christmas,2006
5981,The Day of the Triffids,1962
5982,Esther Kahn,2000
5983,Invaders from Mars,1953
5984,Histoire d'O,1975
5985,Asoka,2001
5986,Fat City,1972
5987,"Love, Honour and Obey",2000
5988,Quicksilver,1986
5989,Catch Me If You Can,2002
5990,Pinocchio,1940
5991,Chicago,2002
5992,The Hours,2002
5993,Max,2002
5994,Nicholas Nickleby,2002
5995,The Pianist,2002
5996,Sonny,2002
5997,Champagne for Caesar,1950
5998,Doppelgänger,1969
5999,Heavy Metal 2000,2000
6000,La casa sperduta nel parco,1980
6001,The King of Comedy,1982
6002,Love Liza,2002
6003,Confessions of a Dangerous Mind,2002
6004,Vale Abraão,1993
6005,Blue Collar Comedy Tour: The Movie,2003
6006,Just Married,2003
6007,P.S. Your Cat Is Dead!,2002
6008,Le fils,2002
6009,Hyôryû-gai,2000
6010,Double Whammy,2001
6011,WiseGirls,2002
6012,A Guy Thing,2003
6013,Kangaroo Jack,2003
6014,National Security,2003
6015,Da wan,2001
6016,Cidade de Deus,2002
6017,Yadon ilaheyya,2002
6018,En kærlighedshistorie,2001
6019,Indagine su un cittadino al di sopra di ogni sospetto,1970
6020,Alice Adams,1935
6021,Der amerikanische Freund,1977
6022,American Me,1992
6023,Bande à part,1964
6024,The Break-Up,2006
6025,CB4,1993
6026,Der Totmacher,1995
6027,Dogfight,1991
6029,Fun in Acapulco,1963
6030,Girls! Girls! Girls!,1962
6031,Imitation of Life,1959
6032,A Little Romance,1979
6033,Mystery Date,1991
6035,Pépé le Moko,1937
6036,Secret Admirer,1985
6037,Summer Lovers,1982
6038,Tune in Tomorrow...,1990
6039,The Woman in Red,1984
6040,Darkness Falls,2003
6041,Amen.,2002
6042,Im toten Winkel - Hitlers Sekretärin,2002
6043,Im Spiegel der Maya Deren,2002
6044,Blind Date,1987
6045,Love and a Bullet,2002
6047,Dead Reckoning,1947
6048,The Devil at 4 O'Clock,1961
6049,Ethan Frome,1993
6050,Milk,2008
6051,The Harder They Come,1972
6052,The Horse in the Gray Flannel Suit,1968
6053,Krush Groove,1985
6054,The Moon-Spinners,1964
6055,Sugar Hill,1993
6056,Chaos,2005
6057,Biker Boyz,2003
6058,Final Destination 2,2003
6059,The Recruit,2003
6060,The Guru,2002
6061,Kedma,2002
6062,Lost in La Mancha,2002
6063,May,2002
6064,The Harder They Fall,1956
6065,I'm All Right Jack,1959
6066,Murder by Decree,1979
6067,Ordinary Decent Criminal,2000
6068,Pursued,2004
6070,Topâzu,1992
6072,La femme infidèle,1969
6073,La decima vittima,1965
6074,The Freshman,1990
6075,Den enfaldige mördaren,1982
6076,Enigma,2001
6077,Evil Under the Sun,1982
6078,Firefox,1982
6079,Five Days One Summer,1982
6080,Forced Vengeance,1982
6081,Le gendarme et les gendarmettes,1982
6082,The Grey Fox,1982
6083,Hammett,1982
6084,Honkytonk Man,1982
6086,"I, the Jury",1982
6087,If You Could See What I Hear,1982
6088,Jekyll and Hyde... Together Again,1982
6089,Jönssonligan & DynamitHarry,1982
6090,Kiss Me Goodbye,1982
6091,Laberinto de pasiones,1982
6092,The Last American Virgin,1982
6093,The Last Unicorn,1982
6094,Liquid Sky,1982
6095,Long xiao ye,1982
6096,Making Love,1982
6097,Manhattan Baby,1982
6099,Megaforce,1982
6100,A Midsummer Night's Sex Comedy,1982
6101,The Missing,2003
6102,The Mission,1986
6103,Monsignor,1982
6104,Monty Python Live at the Hollywood Bowl,1982
6105,Moonlight,2007
6106,Mother Lode,1982
6107,La notte di San Lorenzo,1982
6108,La nuit de Varennes,1982
6109,One from the Heart,1982
6110,Pandemonium,1982
6111,Paradise,1982
6112,Partner(s),2005
6113,Passion,1982
6114,Permanent Vacation,2007
6115,Personal Best,1982
6116,Pirates of the Caribbean: The Curse of the Black Pearl,2003
6117,Privates on Parade,1982
6118,Przypadek,1981
6119,Le père Noël est une ordure,1982
6120,Q,1982
6121,Querelle,1982
6122,Richard Pryor Live on the Sunset Strip,1982
6123,Sans soleil,1983
6124,Savannah Smiles,1982
6125,The Secret Policeman's Other Ball,1982
6126,Die Sehnsucht der Veronika Voss,1982
6127,Shoot the Moon,1982
6128,Six-Pack,2000
6129,Six Weeks,1982
6130,Soldier,1998
6131,Some Kind of Hero,1982
6132,Lo squartatore di New York,1982
6133,Der Stand der Dinge,1982
6134,Starstruck,1982
6135,Still of the Night,1982
6137,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,1984
6138,Tag: The Assassination Game,1982
6139,The Tempest,1979
6140,Tenebre,1982
6141,My Name Is Bruce,2007
6142,Time Walker,1982
6143,Trail of the Pink Panther,1982
6144,La traviata,1982
6145,Venom,2005
6146,Finnegan Begin Again,1985
6147,Die weiße Rose,1982
6148,White Dog,1982
6149,Who Dares Wins,1982
6150,Wrong Is Right,1982
6151,Yol,1982
6152,Il mondo di Yor,1983
6153,Zapped!,1982
6154,Deliver Us from Eva,2003
6155,How to Lose a Guy in 10 Days,2003
6156,Shanghai Knights,2003
6157,Daredevil,2003
6158,The Jungle Book 2,2003
6159,All the Real Girls,2003
6160,Amandla! A Revolution in Four Part Harmony,2002
6161,Chihwaseon,2002
6162,Jerry Maguire,1996
6163,À la folie... pas du tout,2002
6164,Lockdown,2000
