rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
1015925-paradise,0,3,0,3,0,0,0,0,0,0,0,0,0
partners2005,0,0,0,0,0,0,0,0,0,0,0,0,0
1082980-passion,6.2,6,4,2,66,0,1,1,0,100,3.5,398,61
1203530-permanent_vacation,0,0,0,0,0,0,0,0,0,0,0,0,0
personal_best,6.4,22,16,6,72,5.5,5,2,3,40,3.3,320,58
pirates_of_the_caribbean_the_curse_of_the_black_pearl,7.1,196,153,43,78,6.4,38,25,13,65,3.9,297546,86
privates_on_parade,0,1,0,1,0,0,0,0,0,0,0,0,0
blind-chance,7.6,6,5,1,83,0,0,0,0,0,0,0,0
le-pere-noel-est-une-orduresanta-claus-is-a-louse,0,0,0,0,0,0,0,0,0,0,0,0,0
q,0,0,0,0,0,0,0,0,0,0,0,0,0
querelle,5.2,9,5,4,55,0,1,0,1,0,3.7,843,71
richard_pryor_live_on_sunset_strip,8.8,13,13,0,100,0,1,1,0,100,3.7,1438,82
sans_soleil,7.4,10,9,1,90,0,1,1,0,100,4.3,1016,89
savannah_smiles,0,1,0,1,0,0,0,0,0,0,0,0,0
secret_policemans_other_ball,0,4,4,0,100,0,0,0,0,0,0,0,0
veronika_voss,7.4,8,6,2,75,0,3,2,1,66,4.1,643,87
shoot_the_moon,7.8,8,8,0,100,0,1,1,0,100,3.7,260,64
six_weeks,0,0,0,0,0,0,0,0,0,0,0,0,0
1083934-soldier,3.5,50,5,45,10,3.6,15,2,13,13,2.8,5503,46
some_kind_of_hero,0,0,0,0,0,0,0,0,0,0,0,0,0
new_york_ripper,0,4,0,4,0,0,0,0,0,0,0,0,0
state_of_things,0,4,2,2,50,0,0,0,0,0,0,0,0
1020035-starstruck,0,1,1,0,100,0,0,0,0,0,0,0,0
still_of_the_night,5.8,6,4,2,66,0,0,0,0,0,0,0,0
sword_of_the_valiant,0,1,0,1,0,0,0,0,0,0,0,0,0
tag_the_assassination_game,0,1,1,0,100,0,0,0,0,0,0,0,0
1087280-tempest,0,4,3,1,75,0,0,0,0,0,0,0,0
tenebre,6.7,15,11,4,73,0,0,0,0,0,0,0,0
1196557-my_name_is_bruce,4.8,42,17,25,40,4.2,11,3,8,27,3.2,5111,50
time_walker,0,0,0,0,0,0,0,0,0,0,0,0,0
trail_of_the_pink_panther,3.8,11,3,8,27,0,0,0,0,0,0,0,0
traviata-la,0,0,0,0,0,0,0,0,0,0,0,0,0
1151780-venom,3.1,62,6,56,9,3.5,19,3,16,15,2.6,2557,30
white_rose,0,0,0,0,0,0,0,0,0,0,0,0,0
white_dog,7.6,10,9,1,90,0,0,0,0,0,0,0,0
1007329-final_option,0,0,0,0,0,0,0,0,0,0,0,0,0
wrong_is_right,5.1,8,3,5,37,0,2,0,2,0,3,305,38
yol,0,1,1,0,100,0,0,0,0,0,0,0,0
yor_the_hunter_from_the_future,2.8,5,1,4,20,0,0,0,0,0,0,0,0
zapped,2,10,0,10,0,0,1,0,1,0,2.8,878,42
deliver_us_from_eva,5.4,81,35,46,43,5.3,28,12,16,42,3.5,3415,78
how_to_lose_a_guy_in_10_days,5,145,62,83,42,4.9,34,12,22,35,3.4,131729,78
shanghai_knights,6,145,95,50,65,6.2,32,23,9,71,3.1,25826,63
daredevil,5.2,210,93,117,44,4.4,35,9,26,25,2.8,46864,46
jungle_book_2,4.4,85,16,69,18,4.1,25,4,21,16,2.9,4176,48
all_the_real_girls,6.9,110,78,32,70,6.7,29,22,7,75,3.9,2897,80
amandla-a-revolution-in-four-part-harmony,7.1,61,50,11,81,7.6,17,15,2,88,4,313,86
chihwaseon,0,0,0,0,0,0,0,0,0,0,0,0,0
jerry_maguire,7.4,57,48,9,84,7.5,19,17,2,89,3.3,32601,72
he_loves_me_he_loves_me_not,6.8,71,52,19,73,6.9,24,18,6,75,3.8,6623,82
dennis_the_menace,3.9,22,5,17,22,4.9,7,2,5,28,2.7,11273,44
ten_to_midnight,0,4,1,3,25,0,0,0,0,0,0,0,0
black_stallion_returns,0,2,0,2,0,0,1,0,1,0,3.5,1102,77
black_stallion,7.7,21,18,3,85,6,5,3,2,60,3.2,3574,76
countess_from_hong_kong,0,4,2,2,50,0,0,0,0,0,0,0,0
1046771-into_the_west,6.4,10,7,3,70,0,2,1,1,50,3.6,744,73
kinjite_forbidden_subjects,3.6,6,0,6,0,0,1,0,1,0,3,491,40
messenger_of_death,0,0,0,0,0,0,0,0,0,0,0,0,0
mr_majestyk,6,8,6,2,75,0,0,0,0,0,0,0,0
murphys_law,0,3,1,2,33,0,0,0,0,0,0,0,0
patch_of_blue,8,5,5,0,100,0,0,0,0,0,0,0,0
prayer_for_the_dying,5.3,8,5,3,62,0,1,0,1,0,3.1,695,51
q,0,0,0,0,0,0,0,0,0,0,0,0,0
red_badge_of_courage,7.6,9,8,1,88,0,0,0,0,0,0,0,0
thrill_of_it_all,0,2,1,1,50,0,0,0,0,0,0,0,0
pillow_talk,7.1,23,21,2,91,0,3,2,1,66,3.8,3898,85
man_who_fell_to_earth,7.8,22,19,3,86,6.8,5,3,2,60,3.6,3805,71
dark_blue,5.8,127,73,54,57,5.8,32,18,14,56,3.1,2377,50
gods_and_generals,3.5,119,9,110,7,3.5,29,1,28,3,3.5,2681,67
life_of_david_gale,4.2,153,30,123,19,4.1,36,5,31,13,3.6,17064,81
old_school,5.6,165,99,66,60,5.4,31,16,15,51,3.7,85493,84
lawless_heart,7.1,51,43,8,84,7.2,22,19,3,86,3.6,186,59
1120811-navigators,7.3,10,10,0,100,0,3,3,0,100,3.6,355,75
open_hearts,7.6,55,53,2,96,7.4,16,15,1,93,4.1,1075,88
poolhall_junkies,4.6,44,15,29,34,4.1,12,2,10,16,3.9,3976,87
till_human_voices_wake_us,4.9,70,17,53,24,4.8,23,4,19,17,3.6,697,68
stone_reader,7.2,64,53,11,82,7.3,22,18,4,81,3.5,316,66
cradle_2_the_grave,4.5,118,31,87,26,4.3,24,8,16,33,3.2,15487,61
1120292-spider,7.5,126,107,19,84,7.6,34,30,4,88,3.3,4398,67
american_heart,6.4,8,6,2,75,0,1,1,0,100,3.4,430,61
edie_and_pen,0,0,0,0,0,0,0,0,0,0,0,0,0
insignificance,6.6,8,7,1,87,0,1,1,0,100,3.7,200,70
lady_jane,5.4,7,4,3,57,0,0,0,0,0,0,0,0
late_marriage,7.3,64,56,8,87,8,21,21,0,100,3.7,332,74
life_stinks,3.9,15,3,12,20,0,1,1,0,100,2.9,1450,44
meteor_man,4.3,14,4,10,28,0,3,0,3,0,2.4,857,36
mr_north,5.6,7,3,4,42,0,1,0,1,0,2.8,95,29
dead_poets_society,7.2,49,42,7,85,6.5,7,5,2,71,3.8,56733,90
slaughter_rule,5.9,25,17,8,68,5.6,6,4,2,66,3.1,349,44
teenagers_from_outer_space,0,4,1,3,25,0,0,0,0,0,0,0,0
trouble_bound,0,4,1,3,25,0,0,0,0,0,0,0,0
volcano-high2003,0,0,0,0,0,0,0,0,0,0,0,0,0
enchanted,7.3,157,145,12,92,7.4,34,31,3,91,3.8,188655,80
bringing_down_the_house,4.7,144,49,95,34,4.8,32,12,20,37,3.1,17625,60
tears_of_the_sun,5,148,50,98,33,4.8,36,13,23,36,3.4,24615,72
laurel_canyon,6.4,108,73,35,67,6.6,30,20,10,66,3.2,2829,52
nowhere-in-africa,7.5,97,83,14,85,7.6,30,25,5,83,4,1773,88
the-safety-of-objects,5.9,72,35,37,48,5.5,27,11,16,40,3.5,1184,68
bend_it_like_beckham,7.2,147,125,22,85,6.9,32,26,6,81,3.2,49098,69
1120843-hunted,4.7,143,44,99,30,4.5,34,10,24,29,3,5362,51
willard,6.2,124,80,44,64,5.7,27,15,12,55,2.9,3602,49
gaudi_afternoon,4.7,17,5,12,29,3.2,6,0,6,0,3.1,152,40
prozac-nation,4.6,23,6,17,26,4.5,5,2,3,40,3.3,5783,61
spun,4.7,77,28,49,36,4.1,23,4,19,17,3.5,14251,74
under_the_skin_of_the_city,7,30,26,4,86,7.5,12,11,1,91,3.6,242,72
1011626-king_of_kings,6.2,14,11,3,78,0,4,2,2,50,3.7,879,75
die-verlorene-ehre-der-katharina-blum-oder-wie-gewalt-entstehen-und-wohin-sie-fuhren-kann,7.2,9,8,1,88,0,1,0,1,0,3.9,286,83
talk_of_the_town,7.4,14,13,1,92,0,2,2,0,100,3.8,815,83
twolane-blacktop,7.5,25,23,2,92,7.6,5,5,0,100,3.9,1567,83
1001634-bang_the_drum_slowly,7.4,24,21,3,87,0,3,3,0,100,3.4,1003,62
benny_goodman_story,0,2,2,0,100,0,0,0,0,0,0,0,0
born_free,6.6,10,9,1,90,0,0,0,0,0,0,0,0
1002930-born_yesterday,8.1,20,19,1,95,0,2,1,1,50,3.9,1132,86
equus,6,14,9,5,64,0,0,0,0,0,0,0,0
europa_europa,7.5,14,14,0,100,0,1,1,0,100,4.1,1867,90
fear_strikes_out,6.3,10,7,3,70,0,0,0,0,0,0,0,0
glenn_miller_story,7.3,8,7,1,87,0,0,0,0,0,0,0,0
green_card,5.4,17,9,8,52,0,2,2,0,100,2.8,3609,45
10008588-journey_3d,6,148,91,57,61,6.6,31,24,7,77,3.2,38002,55
one_good_cop,4.4,11,2,9,18,0,2,0,2,0,2.8,845,32
pauline_at_the_beach,8.8,8,8,0,100,0,2,2,0,100,3.8,644,82
ghost-hole,0,0,0,0,0,0,0,0,0,0,0,0,0
ringu_2,3.6,14,0,14,0,4.2,5,0,5,0,3.2,2782,55
salaam_bombay,7.9,12,11,1,91,0,3,3,0,100,4.1,1353,91
sweet_charity,0,3,3,0,100,0,0,0,0,0,0,0,0
1172784-women_in_love,0,0,0,0,0,0,0,0,0,0,0,0,0
japon,7.4,25,20,5,80,8.1,8,8,0,100,3.7,545,72
boat_trip,2.6,87,6,81,6,3,22,2,20,9,2.7,8176,44
piglets_big_movie,6.3,74,54,20,72,6,22,14,8,63,3.4,1599,66
view_from_the_top,3.7,122,17,105,13,3.6,30,3,27,10,2.6,4839,36
awful_truth,8,23,21,2,91,0,2,2,0,100,4,2109,88
for_the_bible_tells_me_so,7.5,47,46,1,97,7.6,16,16,0,100,4.1,1345,89
house_with_laughing_windows,0,2,2,0,100,0,0,0,0,0,0,0,0
i_am_curious_blue,5.2,24,12,12,50,0,4,2,2,50,3.6,513,64
les-dames-du-bois-de-boulogne-ladies-of-the-park,8.3,12,12,0,100,0,2,2,0,100,3.8,470,77
flicka,5.7,76,41,35,53,5.6,24,12,12,50,3.7,22360,82
black_robe,7,12,11,1,91,0,1,0,1,0,3.3,1641,60
1040484-wind,5.8,10,5,5,50,0,2,2,0,100,3.5,661,71
unknown_pleasures,6.6,27,17,10,62,6.2,7,5,2,71,3.5,432,67
basic,4.5,141,30,111,21,4.8,34,8,26,23,3.2,9571,66
core,5.3,150,63,87,42,5.3,31,14,17,45,2.7,16895,41
head_of_state,4.8,116,35,81,30,4.8,26,7,19,26,2.8,5662,51
what_a_girl_wants,4.8,103,35,68,33,4.5,27,6,21,22,3.2,68538,67
assassination_tango,5.6,87,42,45,48,6,29,14,15,48,2.9,572,37
raising_victor_vargas,7.9,105,101,4,96,8,31,31,0,100,3.8,1155,81
yves-st-laurent-his-life-and-times,6.3,14,10,4,71,5.9,9,6,3,66,3.8,65,81
1030577-dreams,5.8,17,9,8,52,5.4,5,3,2,60,4.1,4853,87
day_for_night,8.6,22,22,0,100,0,2,2,0,100,4.1,2313,90
eye_of_god,6.8,12,10,2,83,0,2,2,0,100,3.9,140,82
in_a_lonely_place,8.5,28,28,0,100,0,4,4,0,100,4,1654,87
physical_evidence,3.3,16,2,14,12,0,4,0,4,0,2.6,340,19
square_dance,0,3,0,3,0,0,1,0,1,0,3.2,289,48
wake_of_the_red_witch,0,2,2,0,100,0,0,0,0,0,0,0,0
winter-kills,7,14,12,2,85,0,3,2,1,66,3.3,254,49
fellini-im-a-born-liar,6.6,40,29,11,72,6.4,12,8,4,66,3.3,437,59
good_thief,6.8,138,107,31,77,7,36,29,7,80,3.2,1301,58
man_apart,4,129,14,115,10,3.9,31,3,28,9,3.4,15785,68
phone_booth,6.6,184,131,53,71,6.2,35,22,13,62,3.1,27495,63
cet-amour-la,0,0,0,0,0,0,0,0,0,0,0,0,0
cowboy_bebop_the_movie,6.3,69,45,24,65,6.4,19,11,8,57,3.9,8587,89
dysfunktional_family,5.2,63,27,36,42,5.2,19,9,10,47,3.7,483,73
levity,5.3,87,31,56,35,4.9,29,7,22,24,3,1220,44
man_without_a_past,8,92,90,2,97,8.2,29,29,0,100,4,2471,90
1121649-anger_management,5.1,188,81,107,43,5.1,39,18,21,46,3.3,70407,66
better_luck_tomorrow,7,95,76,19,80,6.8,32,24,8,75,3.6,1992,76
ghosts_of_the_abyss,7.1,94,76,18,80,7.1,24,21,3,87,3.3,1345,60
house_of_1000_corpses,3.3,77,13,64,16,2.6,13,0,13,0,3.2,25214,68
lilya_4ever,7.6,67,58,9,86,7.8,24,23,1,95,4.1,4008,90
marion_bridge,6.2,16,12,4,75,6.3,8,6,2,75,3.3,388,58
xx_xy,5.3,61,27,34,44,5.3,26,12,14,46,3.1,728,44
bulletproof_monk,4.3,130,28,102,21,4,31,5,26,16,2.9,13789,50
chasing_papi,3.7,47,6,41,12,3.9,20,3,17,15,2.8,1064,43
mighty_wind,7.4,171,150,21,87,7.4,38,33,5,86,3.6,7120,81
holes,7,132,102,30,77,6.9,33,24,9,72,3.3,16191,72
malibus_most_wanted,4.6,91,27,64,29,4.2,27,4,23,14,2.6,6955,54
winged_migration,8.2,126,121,5,96,8.4,36,36,0,100,4,1576,85
flickering_lights,6.3,10,7,3,70,0,4,2,2,50,4.3,1010,92
straw_dogs,8.4,30,28,2,93,0,4,2,2,50,3.8,5295,82
1034431-beginning_of_the_end,0,4,2,2,50,0,0,0,0,0,0,0,0
the-andromeda-strain2008,0,2,1,1,50,0,0,0,0,0,0,0,0
brainscan,4,10,2,8,20,0,2,0,2,0,3.1,1960,56
1007003-fahrenheit_451,7.5,29,25,4,86,0,3,1,2,33,3.5,5957,70
i_am_trying_to_break_your_heart,6.9,59,52,7,88,6.7,20,18,2,90,4,998,88
1120594-iceman_cometh,6.9,8,7,1,87,6.9,5,4,1,80,3.8,322,67
legal_eagles,5.2,14,7,7,50,0,1,0,1,0,2.8,875,32
married_to_it,4.6,10,3,7,30,0,2,0,2,0,2.9,355,33
memories_of_me,0,2,1,1,50,0,1,1,0,100,2.9,313,40
other_side_of_heaven,4.6,41,11,30,26,4,12,1,11,8,3.6,2400,74
private_function,0,3,3,0,100,0,0,0,0,0,0,0,0
1030709-sibling_rivalry,3.5,8,1,7,12,0,2,0,2,0,2.8,481,33
undercover_blues,5,17,6,11,35,0,4,1,3,25,3,1603,56
wildcats,3.9,16,2,14,12,0,3,0,3,0,3.1,1616,51
wiz,4.7,19,7,12,36,0,0,0,0,0,0,0,0
cartouche,0,0,0,0,0,0,0,0,0,0,0,0,0
marrying_man,3.2,14,1,13,7,0,2,1,1,50,2.7,603,36
mon-pere-ce-heros,0,0,0,0,0,0,0,0,0,0,0,0,0
scenes_from_a_mall,4.3,23,7,16,30,3.7,6,2,4,33,2.6,1017,29
how_stella_got_her_groove_back,5.5,47,23,24,48,5.8,12,7,5,58,3.1,4439,72
confidence,6.3,150,106,44,70,6.1,40,25,15,62,3.4,3860,69
identity,6.4,166,103,63,62,6.1,35,20,15,57,3.4,21479,76
it_runs_in_the_family,4.5,95,27,68,28,4.6,29,11,18,37,2.7,901,32
real_cancun,4.2,86,30,56,34,4.4,22,8,14,36,2.2,744,28
city_of_ghosts,5.5,66,31,35,46,5.8,23,11,12,47,3.1,795,45
decade_under_the_influence,6.7,30,23,7,76,6.9,12,9,3,75,3.8,1167,80
house_of_fools,5,47,18,29,38,4.9,18,7,11,38,3.8,736,79
people_i_know,5.4,51,22,29,43,5.7,17,7,10,41,2.9,1615,35
1019609-spellbound,7.3,30,26,4,86,0,1,1,0,100,3.8,4332,82
lizzie_mcguire_movie,5.4,96,38,58,39,5.7,29,16,13,55,2.7,32236,57
x2_xmen_united,7.4,221,194,27,87,6.9,40,33,7,82,3.7,110058,84
blue_car,6.9,85,69,16,81,7.2,33,30,3,90,3.3,652,62
dancer_upstairs,6.4,112,71,41,63,6.6,35,26,9,74,3.6,1196,73
marooned_in_iraq,7.6,27,25,2,92,8.1,10,10,0,100,3.9,152,81
owning_mahowny,7,93,73,20,78,6.8,31,24,7,77,3.5,1339,71
daddy_day_care,4.5,124,35,89,28,4.6,34,9,25,26,3.2,35165,63
man_on_the_train,7.5,109,100,9,91,7.6,35,33,2,94,3.7,1127,79
only_the_strong_survive,5.9,44,27,17,61,6.1,22,15,7,68,3.3,234,51
shape_of_things,6.3,134,86,48,64,5.7,39,20,19,51,3.4,2043,64
1097259-road_trip,5.9,89,52,37,58,5.9,21,14,7,66,3.3,57286,68
washington_heights,6.1,38,30,8,78,6,15,12,3,80,3.3,157,57
101_reykjavik,7,46,41,5,89,7.5,11,10,1,90,3.6,2003,71
chorus_line,4.8,14,6,8,42,0,1,1,0,100,3.4,2567,64
absolute_beginners,5.9,7,6,1,85,0,0,0,0,0,0,0,0
beat_street,0,4,1,3,25,0,0,0,0,0,0,0,0
electric_boogaloo_breakin_2,0,3,1,2,33,0,1,1,0,100,3.4,1507,66
breakin,4,6,2,4,33,0,0,0,0,0,0,0,0
castle-in-the-sky,7.2,17,16,1,94,0,2,1,1,50,4.1,25837,89
hysterical_blindness,5.4,10,7,3,70,0,3,2,1,66,0,0,0
1011825-lambada,0,0,0,0,0,0,0,0,0,0,0,0,0
roadie,0,4,0,4,0,0,1,0,1,0,3.2,251,55
carpetbaggers,5.6,6,3,3,50,0,0,0,0,0,0,0,0
les_girls,0,4,4,0,100,0,0,0,0,0,0,0,0
gunfight_at_the_ok_corral,6.9,11,9,2,81,0,0,0,0,0,0,0,0
high_society,6.7,15,11,4,73,0,2,1,1,50,3.8,2979,82
kiss-me-kate1953,7,10,8,2,80,0,2,1,1,50,3.6,1732,73
matrix_reloaded,6.8,233,171,62,73,6.5,43,31,12,72,3.4,124014,74
dracula_pages_from_a_virgins_diary,7.4,59,51,8,86,7.8,21,19,2,90,3.5,898,70
down_by_love,8.3,5,5,0,100,0,1,1,0,100,3.3,44,67
cinemania,6.8,37,32,5,86,7.3,10,9,1,90,3.3,411,59
friends_and_family,4.4,18,8,10,44,4,6,2,4,33,3.5,319,64
auberge_espagnol,6.5,89,68,21,76,6.7,32,27,5,84,3.9,9251,85
pokemon-heroes,3.6,37,6,31,16,3.7,14,4,10,28,3.4,3562,65
evan_almighty,4.5,190,44,146,23,4,39,3,36,7,3.2,369422,56
inlaws,4.9,126,44,82,34,4.9,35,12,23,34,2.9,2546,42
gigantic_a_tale_of_two_johns,7.1,45,37,8,82,7,19,16,3,84,4,397,88
respiro,6.6,84,64,20,76,6.5,26,19,7,73,3.9,757,82
finding_nemo,8.5,198,195,3,98,8.5,40,40,0,100,3.8,252174,80
italian_job,6.4,178,129,49,72,6.7,40,32,8,80,3.6,103062,79
wrong_turn,4.3,77,31,46,40,3.7,13,3,10,23,3.1,24686,63
capturing_the_friedmans,8.4,146,142,4,97,8.4,39,38,1,97,3.9,2794,87
together,6.7,77,56,21,72,6.7,26,20,6,76,4.1,1005,88
2_fast_2_furious,4.8,155,56,99,36,4.8,33,13,20,39,3.1,176485,59
love_the_hard_way,4.8,43,12,31,27,4.8,20,5,15,25,3.6,697,66
whale_rider,7.7,143,129,14,90,7.5,35,30,5,85,3.8,9564,87
nevada_smith,6.5,6,4,2,66,0,0,0,0,0,0,0,0
1068208-once_a_thief,6.5,5,3,2,60,0,0,0,0,0,0,0,0
regeneration_1998,0,0,0,0,0,0,0,0,0,0,0,0,0
silk_stockings,0,4,4,0,100,0,0,0,0,0,0,0,0
snowball_express,0,0,0,0,0,0,0,0,0,0,0,0,0
man_called_horse,6.9,14,12,2,85,0,0,0,0,0,0,0,0
big_jake,0,4,4,0,100,0,0,0,0,0,0,0,0
movie_crazy,0,1,0,1,0,0,0,0,0,0,0,0,0
dementia_13,5.7,17,10,7,58,0,1,0,1,0,3,1086,41
drole-de-drame,6.6,9,7,2,77,0,2,2,0,100,3.8,73,76
le_mans,5.8,6,3,3,50,0,0,0,0,0,0,0,0
murder_on_a_sunday_morning,0,3,2,1,66,0,0,0,0,0,0,0,0
rio_lobo,6.1,19,14,5,73,0,3,1,2,33,3.7,1553,75
siam_sunset,6,8,5,3,62,0,2,1,1,50,3.6,119,67
swimmer,7.7,18,18,0,100,0,3,3,0,100,3.8,683,79
1023567-white_sheik,7.8,11,11,0,100,0,1,1,0,100,3.6,726,74
1021966-treasure_island,0,0,0,0,0,0,0,0,0,0,0,0,0
two_evil_eyes,5.2,9,4,5,44,0,0,0,0,0,0,0,0
walk_dont_run,6.4,5,4,1,80,0,0,0,0,0,0,0,0
animals-are-beautiful-people-capricorns-beautiful-people,0,2,2,0,100,0,0,0,0,0,0,0,0
bend_of_the_river,8.4,5,5,0,100,0,0,0,0,0,0,0,0
car_wash,6.7,21,18,3,85,0,4,4,0,100,3.2,1578,59
come_september,6.1,5,4,1,80,0,0,0,0,0,0,0,0
destry_rides_again,7.7,16,16,0,100,0,0,0,0,0,0,0,0
electric_horseman,5.6,18,11,7,61,0,3,2,1,66,3.1,713,53
gay_purree,0,4,3,1,75,0,0,0,0,0,0,0,0
intervista_1984,6.9,11,8,3,72,0,3,2,1,66,3.6,467,68
king_rat,0,3,3,0,100,0,0,0,0,0,0,0,0
1040204-live_wire,2.4,5,0,5,0,0,0,0,0,0,0,0,0
mr_and_mrs_bridge,5.8,15,11,4,73,0,1,1,0,100,3.1,465,43
1017201-rare_breed,5.1,6,2,4,33,0,0,0,0,0,0,0,0
shenandoah,0,3,3,0,100,0,0,0,0,0,0,0,0
straight_talk,5.2,9,4,5,44,0,1,0,1,0,2.9,1027,51
1034151-oscar,3.4,15,2,13,13,0,1,0,1,0,2.8,3494,56
sixth_man,3.8,13,3,10,23,0,4,0,4,0,3,1793,54
1007101-far_country,7.8,10,10,0,100,0,0,0,0,0,0,0,0
1105025-railway_children,0,0,0,0,0,0,0,0,0,0,0,0,0
two_mules_for_sister_sara,6.3,8,6,2,75,0,1,0,1,0,3.5,3250,69
1023739-winchester_73,8.2,16,16,0,100,0,3,3,0,100,3.8,1273,84
ziggy_stardust_and_the_spiders_from_mars_the_motion_picture,6.1,28,20,8,71,6.2,8,5,3,62,3.6,27,60
battle_cry,0,3,3,0,100,0,0,0,0,0,0,0,0
courtship_of_eddies_father,0,4,2,2,50,0,0,0,0,0,0,0,0
chelovek-s-kino-apparatom-man-with-a-movie-camera,8.9,21,20,1,95,0,2,1,1,50,4.1,2142,88
objective_burma,0,2,1,1,50,0,0,0,0,0,0,0,0
operation_pacific,0,3,1,2,33,0,0,0,0,0,0,0,0
this_boys_life,6.3,34,26,8,76,5,10,4,6,40,3.5,5072,76
13_rue_madeleine,6.2,6,5,1,83,0,0,0,0,0,0,0,0
633_squadron,0,3,2,1,66,0,0,0,0,0,0,0,0
star_wars_episode_ii_attack_of_the_clones,6.5,215,142,73,66,5.5,40,16,24,40,3.3,108730,69
barton_fink,7.6,50,45,5,90,7.6,10,9,1,90,3.9,12267,88
battle_of_britain,5.5,8,5,3,62,0,1,0,1,0,3.8,2265,79
belle_epoque,7.5,15,14,1,93,0,3,3,0,100,3.6,1565,74
big_trail,6.8,7,7,0,100,0,0,0,0,0,0,0,0
1004370-cloak_and_dagger,5,5,2,3,40,0,0,0,0,0,0,0,0
comancheros,0,4,4,0,100,0,0,0,0,0,0,0,0
1006347-duel_at_diablo,0,3,3,0,100,0,0,0,0,0,0,0,0
flight_of_the_phoenix,4.8,115,34,81,29,4.4,27,5,22,18,3,7566,48
from_the_terrace,4.8,8,3,5,37,0,3,1,2,33,3.6,330,73
heaven_knows_mr_allison,7,7,6,1,85,0,0,0,0,0,0,0,0
hot_rock,6,8,5,3,62,0,1,0,1,0,3.4,651,61
1012662-long_hot_summer,7.2,15,13,2,86,0,4,2,2,50,3.8,1470,84
man_of_aran,7.6,15,14,1,93,0,3,3,0,100,3.6,320,72
1014451-music_box,6.4,14,9,5,64,0,1,0,1,0,0,0,0
north_to_alaska,4.7,6,2,4,33,0,0,0,0,0,0,0,0
this_man_must_die,7.9,6,6,0,100,0,1,1,0,100,3.7,342,78
sink_the_bismarck,0,4,3,1,75,0,0,0,0,0,0,0,0
blue_max,0,4,4,0,100,0,0,0,0,0,0,0,0
desert_fox,7,6,5,1,83,0,0,0,0,0,0,0,0
1022001-trial,7.4,25,22,3,88,7.3,5,4,1,80,4,1771,88
1041911-unforgiven,8.5,56,54,2,96,7.5,11,9,2,81,4,27203,91
1022315-undefeated,0,4,1,3,25,0,1,0,1,0,3.6,1146,72
divine-trash,6.9,5,4,1,80,0,1,1,0,100,3.7,350,77
good_burger,4.3,26,8,18,30,4.7,9,3,6,33,2.7,7419,60
jubilee,0,3,3,0,100,0,0,0,0,0,0,0,0
mississippi_masala,6.7,19,15,4,78,0,4,4,0,100,3.4,1551,64
jenny_lamour,8.3,30,30,0,100,8.3,11,11,0,100,3.9,498,87
stranger_among_us,4.8,13,4,9,30,0,2,0,2,0,2.7,1243,35
cahill_us_marshal,0,1,0,1,0,0,0,0,0,0,0,0,0
chisum,5.2,5,3,2,60,0,0,0,0,0,0,0,0
defense_of_the_realm,7.1,5,5,0,100,0,1,1,0,100,3.2,256,60
eat_a_bowl_of_tea,0,3,3,0,100,0,0,0,0,0,0,0,0
half_moon_street,5.5,5,3,2,60,0,1,1,0,100,2.8,382,29
1083373-truce,6.1,15,8,7,53,5.9,6,3,3,50,3.6,202,63
opportunity_knocks,4.5,8,2,6,25,0,1,0,1,0,2.9,523,45
shattered_glass,7.7,163,148,15,90,7.5,37,31,6,83,3.5,4409,76
song_of_bernadette,6.9,9,7,2,77,0,0,0,0,0,0,0,0
life_and_times_of_judge_roy_bean,5.8,7,5,2,71,0,1,0,1,0,3.4,951,66
thoroughly_modern_millie,7.6,9,9,0,100,0,0,0,0,0,0,0,0
1096832-where_the_heart_is,4.6,94,32,62,34,3.9,27,5,22,18,3.5,12595,78
dumb_and_dumberer_when_harry_met_lloyd,2.8,116,12,104,10,2.5,31,1,30,3,2.4,17380,37
from_justin_to_kelly,2.8,59,5,54,8,2.7,16,1,15,6,2,6715,39
hollywood_homicide,4.7,158,47,111,29,4.8,37,10,27,27,2.6,6121,32
rugrats_go_wild,5,83,33,50,39,4.9,28,12,16,42,2.9,2842,47
hard_word,5.5,82,33,49,40,5.5,26,10,16,38,3,615,45
heart_of_me,5.5,55,27,28,49,5.2,24,10,14,41,3.5,659,62
jet_lag,5.8,66,37,29,56,6.1,26,16,10,61,3.1,1234,49
loco_love,0,4,1,3,25,0,2,1,1,50,2.7,164,33
manito,7.3,31,29,2,93,7.8,14,14,0,100,3.5,124,65
best_of_the_best_3_no_turning_back,0,0,0,0,0,0,0,0,0,0,0,0,0
tycoon_a_new_russian,5.5,34,15,19,44,5.9,17,10,7,58,3.8,77,73
alex_and_emma,3.7,131,14,117,10,3.3,36,2,34,5,2.8,7767,42
on_line,4.6,39,15,24,38,3.7,17,2,15,11,2.3,8,0
experiment_in_terror,0,4,4,0,100,0,0,0,0,0,0,0,0
extasis_2008,0,0,0,0,0,0,0,0,0,0,0,0,0
is_paris_burning,6.4,5,4,1,80,0,0,0,0,0,0,0,0
murphys_war,0,2,0,2,0,0,1,0,1,0,3.4,129,58
