libro,usuario,puntuacion,svd,knn
los-ojos-amarillos-de-los-cocodrilos,154,4.0,4.38,5.93
leal,332,4.0,4.24,6.38
el-medico,76,8.0,8.03,8.28
la-cara-norte-del-corazon,236,10.0,9.92,9.21
el-psicoanalista,268,8.0,7.86,8.09
la-velocidad-de-la-luz,168,9.0,8.73,6.26
la-ciudad-de-los-ojos-grises,169,6.0,6.1,6.79
los-millonarios,98,2.0,2.18,6.74
en-llamas-los-juegos-del-hambre-2,235,8.0,7.39,7.77
el-pabellon-de-las-peonias,151,6.0,5.84,6.81
la-plata-de-britania-la-i-novela-de-marco-didio-falco,216,7.0,6.86,5.79
el-cuarzo-rojo-de-salamanca,4,1.0,1.46,6.57
miko,273,8.0,8.03,7.79
el-puente-de-alcantara,133,10.0,9.78,10.0
la-mirada-del-observador,20,8.0,7.87,6.82
el-proceso,635,8.0,8.04,7.91
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,260,9.0,9.56,9.08
el-poder-del-perro,167,10.0,9.79,8.69
matar-a-un-ruisenor,288,7.0,7.35,7.81
lo-que-dicen-tus-ojos,60,6.0,6.25,7.02
mr-mercedes-trilogia-bill-hodges-1,271,9.0,8.88,6.93
offshore,133,8.0,8.05,9.11
memorias-de-una-geisha,91,9.0,9.36,7.64
tengo-ganas-de-ti,296,6.0,6.29,5.49
la-desaparicion-de-stephanie-mailer,416,6.0,6.01,6.46
el-amor-en-los-tiempos-del-colera-2,275,8.0,7.71,7.3
la-historia-interminable,2294,8.0,7.99,8.46
la-leyenda-del-ladron,273,9.0,8.45,7.86
momo,270,7.0,7.62,8.32
deshabitar-un-recorrido-vital-por-las-habitaciones-de-la-crisis-inmobiliaria,2,9.0,8.42,7.39
el-hobbit,53,8.0,7.85,7.23
la-viuda-embarazada,128,4.0,4.27,6.93
la-ladrona-de-libros,249,8.0,7.55,7.71
ave-del-paraiso,204,8.0,7.97,6.39
monteperdido,221,7.0,6.79,6.8
la-historia-interminable,265,9.0,8.73,8.44
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,1153,8.0,7.92,6.31
como-hacer-que-te-pasen-cosas-buenas,217,4.0,4.85,6.61
cicatriz-2,242,7.0,7.13,7.05
corsarios-de-levante-alatriste-vi,283,9.0,8.76,8.65
dos-anos-ocho-meses-y-veintiocho-noches,276,6.0,6.11,7.22
jaque-al-peon,169,8.0,7.85,6.79
ni-lo-suenes,151,6.0,6.1,6.81
mutacion,1914,8.0,7.93,9.0
los-ojos-del-dragon,600,10.0,9.4,8.55
rosario-tijeras,8,8.0,8.0,7.88
memorias-de-una-geisha,151,7.0,7.08,6.95
delirio,276,7.0,7.09,7.22
el-enigma-de-la-habitacion-622,229,8.0,7.8,7.05
el-animal-moribundo-elegy,211,7.0,6.97,7.32
la-chica-que-sonaba-con-una-cerilla-y-un-bidon-de-gasolina-millennium-ii,85,6.0,6.39,6.99
la-saga-de-los-longevos-la-vieja-familia,171,7.0,7.37,8.26
quien-siembra-vientos-recoge-tempestades,202,6.0,6.51,7.07
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,295,9.0,8.84,8.9
los-ojos-amarillos-de-los-cocodrilos,151,7.0,6.59,5.57
el-senor-de-los-anillos-i-la-comunidad-del-anillo,179,10.0,10.0,7.28
solsticio-de-invierno-1,22,8.0,7.71,7.71
por-siempre-mia,123,7.0,6.92,7.11
hhhh,277,7.0,7.03,7.1
el-invierno-mas-largo,145,7.0,6.94,6.86
memorias-de-idhun-iii-panteon,985,5.0,6.21,7.23
todo-bajo-el-cielo,122,7.0,7.12,6.9
harry-potter-y-la-orden-del-fenix,312,6.0,5.76,6.19
kafka-en-la-orilla,265,7.0,7.53,8.61
circo-de-los-malditos-anita-blake-cazavampiros-3,126,8.0,7.96,7.48
veinte-mil-20000-leguas-de-viaje-submarino,61,8.0,7.82,6.36
todo-esto-te-dare,93,8.0,8.02,7.03
diario-de-un-cazador,265,9.0,8.69,8.17
los-ladrones-de-entrevientos,218,6.0,6.12,7.02
una-dama-en-juego,126,6.0,6.09,7.48
el-fuego,601,2.0,2.69,3.68
el-prisionero-del-cielo-el-cementerio-de-los-libros-olvidados-3,306,8.0,7.76,7.04
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,35,9.0,8.59,8.51
ojos-de-agua,45,7.0,6.75,6.7
africanus-el-hijo-del-consul,149,8.0,8.41,8.24
nuestra-senora-de-paris,2127,9.0,8.56,8.53
llame-al-cielo-y-no-me-oyo-1,373,7.0,7.44,7.74
marianela,234,7.0,6.88,6.88
1984,171,7.0,7.43,8.65
sidi-un-relato-de-frontera,235,9.0,8.13,8.44
el-corazon-de-tramorea,35,6.0,6.61,7.56
juegos-de-la-edad-tardia,4,9.0,8.86,7.72
harry-potter-y-la-orden-del-fenix,273,7.0,7.14,8.27
la-chica-que-amaba-a-tom-gordon,271,2.0,2.16,4.3
recursos-inhumanos,223,6.0,6.03,6.81
el-acontecimiento,176,6.0,6.17,7.07
el-misterio-de-salem-s-lot,261,8.0,8.44,8.73
el-hombre-duplicado,691,4.0,4.54,5.25
en-la-corte-del-lobo,305,6.0,5.85,7.04
fundacion-trilogia-de-la-fundacion-i,41,6.0,6.24,6.72
aguilas-y-cuervos,161,8.0,7.93,7.51
el-viejo-y-el-mar,143,5.0,5.13,6.84
alexis-zorba-el-griego,288,8.0,7.88,6.92
seda,97,8.0,7.82,7.5
servidumbre-humana,201,9.0,8.78,7.26
dies-irae-1,267,6.0,6.14,6.28
cronica-de-una-muerte-anunciada,215,5.0,5.87,7.17
el-codigo-da-vinci,137,10.0,9.35,7.12
la-tabla-de-flandes,216,7.0,6.93,6.71
el-consuelo,22,7.0,7.21,7.23
misterioso-asesinato-en-casa-de-cervantes,126,10.0,9.79,7.48
las-sombras-del-sena-sherlock-lupin-y-yo-6,158,8.0,7.96,7.6
harry-potter-y-la-camara-secreta,96,6.0,6.27,7.38
cada-siete-olas,271,8.0,8.01,5.14
amores-enanos,13,7.0,6.93,5.21
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,1359,9.0,8.49,7.21
almas-grises,216,7.0,6.9,7.31
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,145,8.0,7.98,6.51
la-tabla-de-flandes,265,9.0,8.65,8.08
que-veinte-anos-no-es-nada,151,6.0,5.99,6.81
la-espada-de-shannara-las-cronicas-de-shannara-1,176,8.0,7.71,7.07
las-armas-secretas,138,8.0,8.01,7.77
el-tormento-mas-oscuro,299,10.0,9.64,7.72
la-decision-de-sophie,133,10.0,9.57,9.11
cumbres-borrascosas-1,88,9.0,8.69,7.25
la-biblia-de-los-caidos-tomo-1-del-testamento-de-roja,268,7.0,7.06,7.76
historia-de-una-gaviota-y-del-gato-que-le-enseno-a-volar,273,9.0,8.66,7.79
las-puertas-de-fuego,235,9.0,8.45,7.9
la-vieja-sirena,346,10.0,9.83,8.64
el-egiptologo-1,305,7.0,7.07,7.04
el-extrano-caso-del-dr-jekyll-y-mr-hyde-olalla,309,7.0,7.09,7.5
tormenta-la-saga-de-harry-dresden-1,32,7.0,7.01,7.44
wonder-la-leccion-de-august,2436,3.0,4.86,7.81
luces-de-bohemia,220,8.0,7.79,6.82
loba-negra,235,8.0,7.74,8.24
marina,267,4.0,4.25,5.91
el-codigo-da-vinci,169,5.0,4.84,5.64
la-aventura-del-piso-barato-cianuro-espumoso,309,7.0,7.05,7.5
tiempo-de-arena,317,6.0,6.04,5.86
el-resplandor,253,9.0,8.88,8.05
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,3439,10.0,9.75,10.0
el-clan-del-oso-cavernario-los-hijos-de-la-tierra-i,76,8.0,8.05,8.17
vivir-y-morir-en-dallas,279,6.0,6.34,7.57
el-amor-dura-tres-anos,275,6.0,5.98,6.33
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2492,10.0,9.66,10.0
lectura-facil,239,3.0,3.96,6.35
la-batalla-de-la-colina-de-jerico-la-torre-oscura,28,9.0,8.84,7.1
oh-capitan-mi-capitan,248,4.0,4.4,6.15
un-final-perfecto,277,5.0,5.15,5.67
los-angeles-de-hielo,169,7.0,6.94,7.31
el-nadador-en-el-mar-secreto,88,7.0,6.98,7.25
yerma,215,4.0,4.51,6.82
la-busqueda-del-pajaro-del-tiempo,102,8.0,7.83,6.8
aurora-boreal-1,548,1.0,1.65,6.03
sarna-con-gusto,126,10.0,9.84,8.05
los-cazadores-de-mamuts-los-hijos-de-la-tierra-iii,108,9.0,8.85,7.25
las-rutas-del-misterio-el-madrid-oscuro,305,9.0,8.63,7.04
el-dia-que-suenes-con-flores-salvajes,107,8.0,7.7,7.75
off-side,253,7.0,7.22,7.88
circo-maximo-la-ira-de-trajano,169,9.0,8.81,8.33
esperanza-del-venado,235,7.0,7.4,7.9
pequenos-cuentos-misoginos,145,7.0,6.97,6.86
el-fantasma-de-canterville,125,6.0,6.0,6.35
el-juez-de-egipto,155,10.0,9.68,7.08
y-las-montanas-hablaron,138,9.0,8.8,8.08
otras-fronteras-otras-realidades-el-aprendiz-de-brujo,257,10.0,9.76,6.93
el-amor-en-los-tiempos-del-colera-2,292,8.0,8.15,8.75
trajano-y-decebalo-en-la-rumania-del-siglo-xxi,254,6.0,6.05,7.18
los-anticuarios,220,6.0,6.16,6.69
hacia-la-boda,211,8.0,7.56,7.32
tormenta-de-espadas-cancion-de-hielo-y-fuego-3,141,9.0,9.24,7.3
rebelion-en-la-granja,1335,10.0,9.71,9.42
ensayo-sobre-la-ceguera,2638,8.0,8.0,7.95
manolito-on-the-road,130,6.0,6.31,6.77
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,129,8.0,8.16,8.89
mesias-de-dune,312,7.0,6.75,6.07
el-nombre-de-la-rosa,253,8.0,7.8,7.76
za-za-emperador-de-ibiza,32,6.0,6.16,7.44
cabo-trafalgar,117,6.0,6.12,6.76
blade-runner-suenan-los-androides-con-ovejas-electricas,160,9.0,8.76,8.35
dos-historias-para-no-dormir,179,6.0,6.1,6.88
los-cazadores-de-mamuts-los-hijos-de-la-tierra-iii,22,10.0,9.81,7.59
el-diario-de-ana-frank,60,8.0,7.46,6.74
la-noche-en-que-frankenstein-leyo-el-quijote,169,8.0,7.97,7.56
te-dare-la-tierra,32,7.0,7.11,7.6
el-pibe-que-arruinaba-las-fotos,138,6.0,6.26,7.24
84-charing-cross-road,110,8.0,7.81,6.98
villa-diamante,151,6.0,5.84,5.58
asterix-la-rosa-y-la-espada-1,213,6.0,6.69,7.77
don-quijote-de-la-mancha-edicion-escolar-de-la-real-academia-espanola-adaptada-por-arturo-perez-reverte,199,10.0,9.83,7.05
la-estrella-misteriosa-las-aventuras-de-tintin,28,9.0,8.81,7.1
el-regreso-3,220,6.0,6.17,6.69
la-vida-secreta-de-los-escritores,182,9.0,8.44,7.84
los-pilares-de-la-tierra,207,9.0,8.79,8.05
diccionario-de-los-nombres-propios,726,8.0,7.19,7.77
novelas-ejemplares-ii,169,9.0,8.69,6.79
mujeres-de-negro,93,7.0,6.89,7.02
un-paraiso-inalcanzable,216,7.0,7.06,7.01
un-mal-paso,67,7.0,7.04,7.31
las-cenizas-de-angela,145,10.0,9.45,7.59
la-mujer-en-la-ventana,679,8.0,7.45,6.46
la-novia-gitana,243,8.0,7.97,7.26
astronautas,43,5.0,5.34,7.02
el-callejon-de-los-milagros,309,7.0,7.19,8.35
los-dias-del-arcoiris,32,6.0,6.0,7.44
falco,307,7.0,7.11,7.56
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,90,10.0,9.93,6.92
mortadelo-de-la-mancha,62,7.0,7.01,6.97
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2510,9.0,8.73,9.43
verdes-valles-colinas-rojas-2-los-cuerpos-desnudos,168,7.0,6.96,6.65
diario-de-una-madre-imperfecta,88,8.0,7.78,7.25
el-tambor-de-hojalata,248,4.0,4.09,5.11
salamina,107,8.0,8.25,7.75
ninos-de-tiza,201,5.0,5.29,7.26
nos-vemos-alla-arriba,68,8.0,7.48,6.89
el-fantasma-de-canterville,274,7.0,7.39,7.3
el-hombre-del-traje-negro,88,8.0,7.79,7.25
la-cancion-de-la-espada-sajones-vikingos-y-normandos-iv,126,8.0,7.94,7.48
lupin-the-third-vol-1,102,6.0,6.02,6.8
la-cara-norte-del-corazon,162,8.0,7.65,7.68
el-nombre-del-viento,255,4.0,4.81,6.16
el-dia-que-se-perdio-la-cordura,110,5.0,4.76,6.24
el-nombre-de-la-rosa,86,1.0,1.5,5.11
revival,124,7.0,7.08,7.41
la-guerra-de-los-mundos,567,8.0,7.8,7.21
221163,21,8.0,7.82,7.87
blancanieves-debe-morir,88,7.0,7.35,7.47
ready-player-one,309,8.0,8.31,7.7
el-perfume,235,8.0,7.48,8.12
cuento-de-navidad,106,7.0,6.62,7.1
las-que-aguardan,300,7.0,6.97,6.68
el-mito-de-sisifo,43,5.0,5.33,7.02
el-escandalo-modigliani,2970,4.0,4.85,4.0
la-busqueda-del-tesoro-1,169,8.0,7.82,6.79
todos-los-hermosos-caballos,267,9.0,8.9,6.31
el-papel-amarillo,88,8.0,7.81,7.25
los-renglones-torcidos-de-dios,158,9.0,8.59,8.62
el-senor-de-los-anillos,111,6.0,6.0,8.44
los-divinos,276,8.0,7.81,7.22
mi-dulce-audrina,230,8.0,7.88,7.65
el-ocho,541,9.0,8.48,7.26
los-senores-del-tiempo-trilogia-de-la-ciudad-blanca-3,235,8.0,7.2,7.51
golpes,25,8.0,7.74,7.67
un-grito-en-la-noche,2409,5.0,6.04,5.81
el-fugitivo,22,8.0,7.85,7.93
pasion-india-la-verdadera-historia-de-anita-delgado-princesa-de-kapurthala,171,9.0,8.75,8.69
prodigios-almanaque-ilustrado-de-criaturas-fantasticas-y-otras-lamentables,147,2.0,2.33,7.35
ensayo-sobre-la-ceguera,1429,7.0,7.08,6.5
a-sus-plantas-rendido-un-leon,138,7.0,6.99,7.24
born-to-run,261,10.0,9.79,8.15
las-pruebas-el-corredor-del-laberinto-2,714,8.0,7.91,6.93
malaherba,167,6.0,6.13,7.16
el-nombre-del-viento,305,10.0,9.54,7.74
toxina,44,7.0,6.53,6.73
los-perros-de-riga,145,8.0,7.88,6.53
en-llamas-los-juegos-del-hambre-2,117,7.0,6.81,6.36
la-cabana-1,268,7.0,7.01,7.76
yo-julia,61,8.0,7.92,6.97
los-fantasmas-de-roma,257,6.0,6.11,6.93
antoni-gaudi,169,6.0,6.09,6.79
un-mundo-feliz,1336,6.0,6.29,8.3
persepolis,284,8.0,7.71,6.95
el-inquisidor,408,5.0,4.85,5.21
balas-de-plata-mendieta-i,176,7.0,7.0,7.07
madame-bovary,310,10.0,9.35,10.0
nueve-cuentos,32,9.0,8.78,7.44
conversaciones-con-dios-i,270,7.0,7.08,7.67
wonder-la-leccion-de-august,744,10.0,9.73,9.19
el-cartero-siempre-llama-dos-veces,88,7.0,7.29,7.27
el-principito,25,9.0,8.43,8.39
todo-lo-que-su-banco-deberia-contarle-antes-de-invertir,141,7.0,6.97,6.69
patria,143,8.0,7.39,8.0
eugenia-grandet,258,7.0,7.08,7.61
la-voz-dormida,209,8.0,8.21,7.58
don-quijote-de-la-mancha,309,6.0,6.4,7.93
lejos-de-ghana,324,8.0,7.25,5.78
el-jardin-olvidado,296,7.0,7.35,7.81
lo-que-encontre-bajo-el-sofa,2998,8.0,8.1,8.65
tobogan-de-hambrientos,201,7.0,7.0,7.26
el-senor-de-los-anillos-iii-el-retorno-del-rey,161,8.0,8.25,8.55
el-pais-de-las-ultimas-cosas,52,9.0,8.96,8.1
narraciones-extraordinarias,309,7.0,6.91,7.78
el-color-de-la-magia-una-novela-del-mundodisco,346,8.0,7.86,8.16
el-resplandor,292,9.0,8.78,8.01
iacobus,268,8.0,7.79,7.22
la-prisionera-de-roma,35,8.0,7.7,7.56
choque-de-reyes-cancion-de-hielo-y-fuego-2,143,8.0,8.06,7.28
baila-baila-baila,68,8.0,7.66,6.82
el-extranjero-1,166,6.0,6.35,7.16
el-resplandor,282,7.0,7.09,6.95
corazon-tan-blanco,204,6.0,6.0,6.77
el-rey-de-las-sombras,169,5.0,5.26,6.79
nunca-volveras,299,7.0,7.05,7.72
el-ano-de-la-plaga,577,7.0,6.99,6.38
lo-que-el-viento-se-llevo,309,8.0,8.21,8.41
nada,2,7.0,6.97,7.9
hombres-sin-mujeres,96,7.0,6.99,7.15
elixir,299,10.0,9.76,7.72
el-pampinoplas,28,5.0,5.2,7.1
lo-es,117,7.0,6.87,5.94
lydie,233,9.0,8.76,7.71
en-nombre-de-todos-los-mios,227,8.0,7.89,6.86
cien-anos-de-soledad,143,8.0,7.82,7.68
historias-del-kronen,201,4.0,4.35,6.08
de-amor-y-de-sombra,29,9.0,8.58,7.43
el-juego-de-ripper,151,6.0,6.09,5.75
matilda,137,8.0,8.0,8.16
un-beso-de-amigo,141,6.0,6.05,6.69
memorias-de-leticia-valle,126,10.0,9.83,7.48
los-ritos-del-agua-trilogia-de-la-ciudad-blanca-2,225,10.0,8.84,7.86
momo,106,7.0,7.33,7.76
cafe-karnak,265,7.0,7.29,8.17
la-biblioteca-de-los-libros-rechazados,216,5.0,5.49,7.01
un-susurro-en-la-oscuridad,233,7.0,7.1,7.71
el-juego-del-angel-el-cementerio-de-los-libros-olvidados-2,929,6.0,6.05,5.92
la-aprendiz-cronicas-del-mago-negro-ii,176,8.0,7.87,7.07
lo-que-aprendemos-de-los-gatos,211,6.0,6.57,7.32
el-temor-de-un-hombre-sabio,275,9.0,8.81,6.68
los-crimenes-del-numero-primo,44,7.0,6.94,6.14
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,3422,7.0,7.07,7.69
el-jardin-de-la-oca,169,5.0,5.2,5.67
los-juegos-del-hambre,277,7.0,6.69,7.23
patria,55,8.0,7.97,7.82
el-viajero-cientifico,255,5.0,5.12,6.21
el-bhagavad-gita-tal-como-es,164,10.0,10.0,9.54
momo,303,8.0,8.05,7.9
dama-de-treboles,151,6.0,6.18,6.81
las-oscuras-nostalgias,62,6.0,6.13,6.97
el-rey-recibe,20,6.0,6.02,5.0
mujeres-que-no-perdonan,242,6.0,6.42,6.94
cuando-me-veas,176,6.0,6.25,7.07
el-tiempo-escondido,155,6.0,6.03,6.85
un-monstruo-viene-a-verme,257,10.0,9.52,7.79
teoria-de-las-artes-en-italia-1450-1600,300,6.0,6.08,6.68
en-la-orilla,201,8.0,7.89,7.26
el-lobo-estepario,88,10.0,9.7,7.35
la-novia-gitana,167,7.0,6.98,7.85
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,2072,7.0,7.07,7.69
el-conde-de-montecristo,2748,8.0,7.89,7.32
los-reyes-malditos-iv-la-ley-de-los-varones,254,9.0,8.84,7.39
madame-bovary,215,6.0,6.23,6.84
sufrian-por-la-luz,13,5.0,5.04,5.21
el-senor-de-los-anillos-iii-el-retorno-del-rey,155,8.0,7.77,7.94
llamada-perdida,176,7.0,7.0,7.07
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,226,6.0,6.27,8.39
corazones-en-la-atlantida,22,8.0,7.74,7.03
el-nino-con-el-pijama-de-rayas,213,8.0,7.4,7.77
lo-que-aprendemos-de-los-gatos,300,7.0,6.85,6.68
la-hora-violeta,93,5.0,5.04,6.55
el-camino-de-los-ingleses,45,8.0,7.83,7.0
el-tren-de-los-huerfanos,228,9.0,8.12,7.16
el-cartero-siempre-llama-dos-veces,1490,8.0,8.01,8.16
cita-con-la-muerte,62,8.0,7.91,6.97
la-enzima-prodigiosa-una-forma-de-vida-sin-enfermar,144,3.0,3.79,6.07
instrumental-memorias-de-musica-medicina-y-locura,267,6.0,6.2,6.95
historia-de-una-escalera,183,8.0,7.95,7.48
cielos-de-barro,199,5.0,5.38,7.12
sobre-heroes-y-tumbas,216,7.0,6.91,6.94
pan-de-limon-con-semillas-de-amapola,216,9.0,8.67,8.26
congreso-en-estocolmo,792,6.0,6.18,5.75
la-luz-fantastica,68,6.0,6.12,6.38
el-antiguo-egipto-1,300,7.0,6.93,6.68
la-hija-de-la-espanola,238,10.0,9.7,7.47
el-nombre-de-la-rosa,554,8.0,7.94,7.0
la-berlina-de-prim,88,8.0,7.84,7.25
rebelion-en-la-granja,873,8.0,8.0,7.97
corazon,993,8.0,8.02,8.31
el-alquimista,279,10.0,9.53,7.41
un-destino-propio,159,7.0,6.91,6.96
el-diario-de-ana-frank,360,6.0,5.97,6.05
los-perros-duros-no-bailan,304,1.0,1.43,5.94
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,644,5.0,5.56,6.69
poema-del-mio-cid,145,5.0,5.27,6.86
la-cupula,111,9.0,8.8,7.72
las-hijas-del-capitan,8,6.0,6.56,7.19
dublineses,2404,7.0,6.93,6.5
tirano-destructor-de-ciudades,161,6.0,6.32,7.51
el-hidalgo-que-nunca-regreso,126,3.0,3.26,7.48
el-retrato-de-rose-madder,22,8.0,7.7,6.66
misery,179,8.0,7.73,7.8
alguien-como-tu,50,6.0,6.0,6.17
los-chicos-que-cayeron-en-la-trampa,578,9.0,8.5,8.2
batman-el-regreso-del-caballero-oscuro,102,10.0,9.63,6.8
mas-vegetales-menos-animales-una-alimentacion-mas-saludable-y-sostenible,208,6.0,6.46,7.43
el-dia-que-se-perdio-el-amor,214,6.0,5.95,5.77
la-campana-del-maestrazgo,254,7.0,7.05,7.39
el-mono-desnudo,253,6.0,6.47,7.88
hijos,108,6.0,6.12,7.38
mi-verdadera-historia,45,6.0,6.08,7.0
a-sangre-fria,32,10.0,9.54,8.35
el-general-en-su-laberinto,169,8.0,7.91,6.71
el-temor-de-un-hombre-sabio,2566,10.0,9.86,10.0
ensayo-sobre-la-ceguera,832,8.0,8.16,8.15
el-diario-de-bridget-jones,257,1.0,1.62,5.59
el-retrato-de-rose-madder,28,6.0,6.11,6.05
petirrojo-harry-hole-3,45,7.0,7.06,7.13
si-te-dicen-que-cai,199,5.0,5.15,7.05
ojos-de-fuego,179,6.0,5.9,5.84
devotio,161,8.0,8.08,7.51
septiembre-puede-esperar,13,4.0,4.12,5.21
confesion-mi-hombre-3,914,6.0,6.55,8.06
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,865,10.0,9.93,10.0
el-temor-de-un-hombre-sabio,2544,10.0,9.83,10.0
los-detectives-salvajes,309,6.0,6.0,6.38
harry-potter-y-la-piedra-filosofal,125,9.0,8.33,7.09
la-princesa-de-hielo,475,5.0,5.19,7.21
rebelion-en-la-granja,234,7.0,6.9,7.31
indicios-de-hipo,204,6.0,6.07,6.39
alguien-como-tu,225,6.0,6.13,6.76
distintas-formas-de-mirar-el-agua,154,8.0,8.13,7.18
brooklyn-follies,96,8.0,7.42,7.67
la-red-purpura,55,7.0,7.2,7.31
el-misterio-de-sittaford,131,8.0,7.94,8.12
salvajes,408,9.0,8.79,7.3
el-libro-de-mi-destino,13,5.0,5.17,5.21
el-rastreador-1,110,6.0,6.14,6.73
bailando-con-el-diablo,176,8.0,7.74,7.07
el-viejo-y-el-mar,309,7.0,7.26,7.29
suave-es-la-noche,114,7.0,7.2,8.02
los-juegos-del-hambre,85,6.0,6.29,6.95
el-puente-de-los-asesinos-alatriste-vii,283,8.0,8.42,8.92
reinventarse-tu-segunda-oportunidad,90,6.0,5.99,6.59
ready-player-one,3015,8.0,7.99,7.98
comer-animales,128,10.0,9.8,6.93
viaje-a-la-alcarria,74,7.0,7.18,7.56
pantaleon-y-las-visitadoras,216,8.0,8.05,7.23
jan-aljalili,201,8.0,7.88,7.26
la-verdad-sobre-el-caso-savolta,204,8.0,7.81,6.51
la-concubina-de-roma,982,8.0,7.48,6.42
el-tercer-gemelo,128,8.0,7.67,6.29
los-miserables,98,9.0,8.83,7.64
marcas-de-nacimiento,13,9.0,8.91,5.21
el-nino-44,62,6.0,6.64,7.98
la-carretera,45,7.0,7.25,6.88
la-caida-de-los-gigantes-the-century-1,206,9.0,8.13,7.73
memorias-de-un-sinverguenza-de-siete-suelas,86,5.0,4.93,5.65
la-casa-de-los-espiritus,280,9.0,8.54,8.82
el-amante-albanes,199,5.0,5.15,7.05
un-extrano-en-casa-1,158,7.0,7.21,6.75
dos-dias-de-mayo,228,8.0,7.76,7.16
entre-tonos-de-gris,60,9.0,8.84,8.35
el-pantano-de-las-mariposas,124,7.0,7.2,7.15
el-buitre,170,10.0,9.85,8.79
tiempo-de-arena,1430,8.0,7.26,6.85
el-castillo-de-otranto,258,5.0,5.28,7.61
la-sombra-del-viento-el-cementerio-de-los-libros-olvidados-1,239,9.0,8.54,7.02
yo-julia,24,7.0,7.28,8.01
doce-cuentos-peregrinos,212,8.0,7.39,5.96
utopia,300,6.0,6.38,6.69
el-extrano-caso-del-dr-jekyll-y-mr-hyde,271,8.0,8.04,6.43
la-hija-del-curandero,126,9.0,8.9,7.48
el-nombre-de-la-rosa,508,8.0,8.05,8.55
mago-y-cristal-la-torre-oscura-iv,233,8.0,7.77,7.57
el-padrino,141,8.0,7.58,7.57
el-sueno-milenario,267,6.0,6.03,6.31
anarcoma-obra-grafica-completa,62,5.0,5.27,6.97
la-cupula,271,6.0,6.23,6.59
mujer-de-barro,3480,6.0,5.95,4.63
crepusculo-saga-crepusculo-i,93,1.0,1.9,5.44
limpieza-de-sangre-alatriste-ii,307,7.0,6.73,6.95
el-ingenioso-hidalgo-don-quijote-de-la-mancha,276,8.0,8.09,7.78
introduccion-a-la-antropologia-general,21,8.0,7.73,6.99
quiereme-siempre,214,6.0,6.25,6.4
los-hombres-que-no-amaban-a-las-mujeres-millennium-i,599,8.0,8.03,9.34
las-chicas-son-guerreras-26-rebeldes-que-transformaron-el-mundo,88,7.0,7.03,7.25
el-mayor-pettigrew-se-enamora,201,7.0,6.96,7.26
valkirias,255,7.0,7.04,6.21
carretera-maldita,207,6.0,5.96,5.22
suite-francesa,201,9.0,9.15,9.09
persepolis,288,8.0,7.92,7.62
la-espada-de-san-jorge,299,6.0,6.2,7.72
semillas-del-ayer-saga-dollanganger-4,309,8.0,7.58,7.5
tu-rostro-manana-3-veneno-sombra-y-adios,288,9.0,8.79,6.92
cartas-cruzadas,228,8.0,7.52,7.16
para-ana-de-tu-muerto,219,6.0,5.89,6.55
la-forma-del-agua,102,7.0,6.94,6.99
hamlet,179,7.0,6.97,7.41
la-mujer-en-la-ventana,576,8.0,7.98,7.12
la-muerte-en-venecia-mario-y-el-mago,292,6.0,6.2,7.11
el-sotano-2,296,6.0,5.79,7.0
fundacion-y-tierra-vii,91,9.0,8.62,7.46
asperu-juglar-embrujado,227,6.0,6.1,6.86
el-senor-de-los-anillos,268,10.0,9.4,8.93
el-nombre-de-la-rosa,530,6.0,5.96,6.51
jerjes-conquista-el-mar,92,9.0,8.67,6.82
el-ocho,1802,8.0,7.97,6.68
la-dama-de-las-camelias,1909,10.0,9.16,7.59
el-alquimista-impaciente,309,7.0,7.28,7.4
la-copista-del-rey-alfonso,300,6.0,6.05,6.68
manolito-gafotas,130,8.0,7.58,5.67
y-julia-reto-a-los-dioses,255,6.0,6.4,7.0
el-laberinto-de-los-espiritus-el-cementerio-de-los-libros-olvidados-4,2500,10.0,9.63,10.0
un-mundo-feliz,588,8.0,8.17,6.86
un-asesino-en-escena,13,2.0,2.26,5.21
jezabel,88,8.0,7.81,7.25
brigada-central-1-flores-el-gitano,171,6.0,6.27,8.27
el-libro-de-los-muertos,102,7.0,6.88,6.8
cronica-del-pajaro-que-da-cuerda-al-mundo,53,8.0,7.93,7.05
el-tercer-gemelo,253,6.0,6.56,7.23
los-bandos-de-castilla,126,10.0,9.83,7.48
circo-maximo-la-ira-de-trajano,62,10.0,9.73,8.52
el-arte-de-matar-dragones,309,7.0,7.07,7.5
