nombre,miembro_desde,genero,vive_en,nacimiento
1540,,Hombre,Madrid - España,1984.0
1541,,,España,
1542,,Mujer,Madrid - España,1964.0
1543,,Mujer,Montevideo - Uruguay,1997.0
1544,,Mujer,Buenos aires - Argentina,1989.0
1545,,Mujer,México - Mexico,1990.0
1546,,Mujer,En un lugar vago e indeterminado - Mexico,1994.0
1547,,,España,
1548,,,España,
1549,,,España,
1550,,,Barcelona - España,1985.0
1551,,Hombre,Sevilla - España,1990.0
1552,,,Barcelona - España,1970.0
1553,,,España,
1554,,Hombre,España,1981.0
1555,,Hombre,San antonio oeste - Argentina,1991.0
1556,,,España,1910.0
1557,,,España,1981.0
1558,,,España,1910.0
1559,,,España,
1560,,,Lima - Peru,1983.0
1561,,,España,1996.0
1562,,Hombre,Córdoba - Argentina,1991.0
1563,,Hombre,Buenos aires - Argentina,1990.0
1564,,Mujer,Cúcuta - Colombia,1986.0
1565,,Hombre,Granada - España,1970.0
1566,,Hombre,¿?,
1567,,,España,
1568,,,España,
1569,,Mujer,Caracas - Venezuela,1988.0
1570,,Mujer,Rosario - Argentina,1972.0
1571,,,Madrid - España,1967.0
1572,,,España,
1573,,Hombre,Valleseco - Afghanistan,1984.0
1574,,,España,
1575,,Hombre,Sevilla - España,1965.0
1576,,,Tumbuctú - España,
1577,,,Mexico,
1578,,Hombre,X - España,1975.0
1579,,,España,1955.0
1580,,,España,1981.0
1581,,Mujer,Distrito federal - Mexico,1975.0
1582,,Mujer,Madrid - España,2000.0
1583,,Mujer,Rianxo - España,1994.0
1584,,Mujer,Madrid - España,1990.0
1585,,Hombre,Chía - Colombia,1988.0
1586,,Hombre,Mexico,1984.0
1587,,Mujer,Cadiz - España,1987.0
1588,,,Les franqueses - España,1993.0
1589,,,España,
1590,,,España,
1591,,,España,
1592,,,Palma de mallorca - España,1959.0
1593,,,España,
1594,,,España,
1595,,Hombre,Valladolid - España,1993.0
1596,,Mujer,,
1597,,,España,
1598,,Mujer,Madrid - España,1993.0
1599,,Hombre,Ciudad de méxico - Mexico,1981.0
1600,,Hombre,Caracas - Venezuela,1990.0
1601,,Hombre,Los mochis - Mexico,1990.0
1602,,Mujer,España,1986.0
1603,,,Sant celoni - España,1989.0
1604,,,España,
1605,,,España,
1606,,Mujer,Barcelona - España,1969.0
1607,,,España,1910.0
1608,,Hombre,Almeria - España,1970.0
1609,,Hombre,San cristobal - Venezuela,1984.0
1610,,Hombre,Ciudad de méxico - Mexico,1986.0
1611,,Hombre,España,1990.0
1612,,,España,1961.0
1613,,,Colombia,
1614,,Mujer,,
1615,,,España,
1616,,,España,
1617,,Hombre,Barcelona - España,1964.0
1618,,Hombre,Algeciras (cádiz) - España,1958.0
1619,,,España,
1620,,,España,
1621,,,España,
1622,,Mujer,,
1623,,Mujer,,
1624,,Hombre,Jerez - España,1958.0
1625,,,Argentina,
1626,,Hombre,Collbato - España,1959.0
1627,,Hombre,Avila - España,1984.0
1628,,Hombre,Maracay - Venezuela,1998.0
1629,,Hombre,San andres choulula - Mexico,1980.0
1630,,Hombre,Oviedo - España,1978.0
1631,,Mujer,Madrid - España,1994.0
1632,,Mujer,San fernando - España,1977.0
1633,,Hombre,Murcia - España,1965.0
1634,,,¿?,
1635,,Hombre,Granada - España,1987.0
1636,,Mujer,España,1982.0
1637,,Hombre,"Monterrey, nuevo león - Mexico",1995.0
1638,,Hombre,Toledo - España,1994.0
1639,,Hombre,Vitoria - España,1969.0
1640,,Hombre,Bogotá - Colombia,1997.0
1641,,Mujer,¿?,
1642,,Mujer,Matamoros - Mexico,1992.0
1643,,Mujer,,
1644,,Hombre,Mexico - Mexico,1989.0
1645,,Mujer,Madrid - España,1988.0
1646,,,España,
1647,,Hombre,Caracas - Venezuela,1988.0
1648,,Hombre,Badajoz - España,1988.0
1649,,Hombre,Valencia - España,1990.0
1650,,Mujer,Madrid - España,1910.0
1651,,,España,
1652,,Hombre,Barcelona - Venezuela,1986.0
1653,,Hombre,Madrid - España,1980.0
1654,,Hombre,Cuenca - Ecuador,1993.0
1655,,Hombre,La paz - Saint Barthelemy,1985.0
1656,,,España,
1657,,Mujer,León - Mexico,1962.0
1658,,Hombre,Las palmas de gc - España,1988.0
1659,,Hombre,Argentina,1991.0
1660,,Hombre,Distrito federal - Mexico,1990.0
1661,,Mujer,Villa elisa - Argentina,1998.0
1662,,Hombre,Montevideo - Uruguay,1992.0
1663,,Mujer,España,1984.0
1664,,Mujer,Ciudad de méxico - Mexico,1994.0
1665,,Hombre,Málaga - España,1910.0
1666,,Hombre,Daimiel - España,1974.0
1667,,Mujer,Getxo - España,1986.0
1668,,Mujer,España,1994.0
1669,,Hombre,Mataro - España,1910.0
1670,,Hombre,Venezuela,1993.0
1671,,Hombre,Santiago - Chile,1983.0
1672,,,Argentina,1993.0
1673,,,A guarda - España,1974.0
1674,,,Santiago - Cote d'Ivoire,1993.0
1675,,,Bogota - Colombia,1991.0
1676,,,Alcobendas - España,1970.0
1677,,,Miami - United States of America,1973.0
1678,,Mujer,Barcelona - España,
1679,,,España,
1680,,,Argentina,
1681,,,España,
1682,,,España,
1683,,,Mexico,
1684,,,España,
1685,,,España,
1686,,,Marbella - España,1991.0
1687,,,España,
1688,,Hombre,Mexico,1991.0
1689,,Hombre,Alcalá de henares - España,1983.0
1690,,,España,
1691,,Mujer,Maracaibo - Venezuela,1975.0
1692,,Mujer,Palma de mallorca - España,1994.0
1693,,,Cote d'Ivoire,1991.0
1694,,Mujer,Mexico,1979.0
1695,,Mujer,Ensenada - Mexico,1993.0
1696,,Mujer,España,1991.0
1697,,Mujer,Ciudad de panamá - Panama,1977.0
1698,,Hombre,Aguilar de campoo - España,1972.0
1699,,,Málaga - España,1910.0
1700,,,España,1970.0
1701,,Mujer,Madrid - España,1977.0
1702,,,España,1990.0
1703,,Hombre,Valencia - España,1968.0
1704,,,España,
1705,,Hombre,Alcalá de henares - España,1982.0
1706,,Mujer,Barcelona - España,1984.0
1707,,Mujer,España,1967.0
1708,,,España,
1709,,Mujer,Castellon - España,1992.0
1710,,Hombre,Barranquilla - Colombia,1969.0
1711,,,¿?,
1712,,,España,
1713,,Hombre,Valladolid - Afghanistan,1985.0
1714,,Mujer,Mexico,1968.0
1715,,Mujer,Benavente - España,1970.0
1716,,Hombre,Valladolid - España,1980.0
1717,,Hombre,Madrid - España,1963.0
1718,,Hombre,Imagina - España,1965.0
1719,,Mujer,Valladolid - España,1981.0
1720,,Mujer,Panama - Saint Pierre and Miquelon,1977.0
1721,,Mujer,Oviedo - España,1989.0
1722,,Hombre,Madrid - España,1978.0
1723,,Hombre,España,1988.0
1724,,Mujer,Valencia - España,1910.0
1725,,,España,
1726,,,Madrid - España,1974.0
1727,,Mujer,Cuenca - España,1981.0
1728,,Mujer,Santiago de compostela - España,1985.0
1729,,Hombre,Vilanova i la geltrú - España,1988.0
1730,,Mujer,España,1910.0
1731,,,España,
1732,,Hombre,Caracas - Venezuela,1985.0
1733,,,España,
1734,,,Madrid - España,1955.0
1735,,Mujer,España,1985.0
1736,,,España,1970.0
1737,,,España,
1738,,Hombre,Chiclayo - Peru,1996.0
1739,,,Mexico,1988.0
1740,,Hombre,Murcia - España,1964.0
1741,,Mujer,,
1742,,Hombre,Villajoyosa - España,2001.0
1743,,,Cap fed - Argentina,1985.0
1744,,Mujer,,
1745,,Mujer,San luis - Argentina,1988.0
1746,,Hombre,Madrid - España,1988.0
1747,,Hombre,A coruña - España,1995.0
1748,,Mujer,,
1749,,,España,
1750,,,España,
1751,,,España,
1752,,,España,
1753,,,España,
1754,,Hombre,Buenos aires - Argentina,2000.0
1755,,,España,1982.0
1756,,,España,1991.0
1757,,Mujer,,1979.0
1758,,,Argentina,
1759,,,España,
1760,,,Venezuela,
1761,,Hombre,Madrid - España,1951.0
1762,,,España,
1763,,,Zaragoza - España,1970.0
1764,,,Zaragoza - España,1970.0
1765,,Mujer,Granada - España,1984.0
1766,,Hombre,Querétaro - Mexico,1988.0
1767,,Hombre,Igualada - España,1964.0
1768,,Hombre,Buenos aires - Argentina,1983.0
1769,,,Barcelona - España,1956.0
1770,,Mujer,Palma - España,1975.0
1771,,Hombre,Albacete - España,1978.0
1772,,,Madrid - España,
1773,,Mujer,Santiago - Chile,1971.0
1774,,,España,
1775,,Mujer,Bilbao - España,1980.0
1776,,Hombre,España,1981.0
1777,,Mujer,Barcelona - España,1982.0
1778,,Mujer,Valencia - España,1980.0
1779,,Mujer,,
1780,,,Buenos aires - España,1910.0
1781,,Mujer,Almeria - España,1978.0
1782,,Mujer,,
1783,,,España,
1784,,Mujer,,
1785,,Mujer,Madrid - España,1984.0
1786,,Mujer,Getxo - España,1961.0
1787,,Mujer,Caceres - España,1973.0
1788,,Hombre,Labastida - España,1990.0
1789,,Hombre,Donostia - España,1983.0
1790,,Mujer,Palma de mallorca - España,1976.0
1791,,Mujer,Mengíbar - España,1964.0
1792,,Mujer,Madrid - España,2002.0
1793,,Mujer,Barcelona - España,1980.0
1794,,Mujer,,
1795,,,España,
1796,,Mujer,¿?,
1797,,Hombre,,
1798,,Mujer,Valencia - España,1978.0
1799,,Hombre,Zaragoza - Afghanistan,1962.0
1800,,Hombre,Mexicali - Mexico,1962.0
1801,,,España,1910.0
1802,,Mujer,España,1985.0
1803,,,España,
1804,,,España,
1805,,Mujer,España,1968.0
1806,,,Argentina,
1807,,,España,
1808,,,España,1947.0
1809,,,España,1910.0
1810,,Mujer,España,1977.0
1811,,,España,
1812,,,España,
1813,,Mujer,España,1910.0
1814,,,! - España,1971.0
1815,,Mujer,Almuñecar - España,1981.0
1816,,,Mexico,1991.0
1817,,Mujer,Cáceres - España,1979.0
1818,,,España,
1819,,Mujer,Tona - España,1997.0
1820,,Mujer,España,1988.0
1821,,Mujer,Ibiza - España,1990.0
1822,,Hombre,Ceuta - España,1982.0
1823,,,Guadalajara - Mexico,1995.0
1824,,Hombre,Cote d'Ivoire,1994.0
1825,,Mujer,Malaga - España,1975.0
1826,,Mujer,Argentina,2000.0
1827,,Mujer,Argentina,1989.0
1828,,Hombre,,
1829,,Hombre,Valledupar - Colombia,2002.0
1830,,Mujer,Coruña - España,1984.0
1831,,,España,
1832,,,Sevilla - España,1976.0
1833,,Hombre,"As cortes-ames - Portugal, Portuguese Republic",1971.0
1834,,Mujer,Buenos aires - Argentina,1991.0
1835,,,Argentina,1987.0
1836,,Hombre,Madrid - España,1979.0
1837,,,España,1910.0
1838,,Hombre,Puerto madryn - Argentina,1973.0
1839,,,Barcelona - España,1965.0
1840,,,España,
1841,,Mujer,España,1972.0
1842,,Mujer,Madrid - España,1968.0
1843,,Hombre,Sant - Chile,1992.0
1844,,Mujer,Bilbao - España,1988.0
1845,,,Cote d'Ivoire,1910.0
1846,,Hombre,Gijón - España,1967.0
1847,,Mujer,Buenos aires - Argentina,1975.0
1848,,Mujer,¿?,
1849,,Hombre,Buenos aires - Argentina,1962.0
1850,,Mujer,Cipolletti - Argentina,1981.0
1851,,Hombre,Buenos aires - Argentina,1977.0
1852,,Hombre,Posadas - Argentina,1981.0
1853,,Hombre,Segovia - España,1987.0
1854,,Mujer,Montevideo - Uruguay,1980.0
1855,,Hombre,Capital fedral - Argentina,1986.0
1856,,Hombre,Boadilla del monte - España,1986.0
1857,,Hombre,Barcelona - España,1977.0
1858,,Mujer,Bogota - Colombia,1992.0
1859,,Mujer,¿?,
1860,,Hombre,San sebastián - España,1971.0
1861,,Mujer,Leon - España,1978.0
1862,,Mujer,Barcelona - España,1975.0
1863,,Hombre,Entre rios - Argentina,1993.0
1864,,Mujer,,
1865,,Hombre,Buenos aires - Argentina,1996.0
1866,,Mujer,Marratxí - España,1977.0
1867,,Hombre,España,1996.0
1868,,Mujer,España,1991.0
1869,,Mujer,Guadalajara - Mexico,1996.0
1870,,,España,
1871,,,Cote d'Ivoire,1970.0
1872,,,España,
1873,,Mujer,Cucuta - Colombia,2002.0
1874,,,España,
1875,,Mujer,¿?,
1876,,Mujer,Buenos aires - Argentina,1991.0
1877,,Hombre,La paz - Saint Barthelemy,1979.0
1878,,Mujer,Dos hermanas - España,1982.0
1879,,,España,
1880,,Hombre,Mexicali - Mexico,1992.0
1881,,Mujer,Santiago - Chile,1979.0
1882,,Hombre,Sabadell - España,1984.0
1883,,Mujer,España,1978.0
1884,,Mujer,Alajuela -,1984.0
1885,,Hombre,Colombia,1990.0
1886,,,Peru,
1887,,,España,1910.0
1888,,Mujer,España,1960.0
1889,,Mujer,Pasto - Colombia,1970.0
1890,,Mujer,Badajoz - España,1992.0
1891,,Mujer,Valencia - España,1973.0
1892,,Mujer,Cote d'Ivoire,1985.0
1893,,,San sebastian - España,1973.0
1894,,Mujer,Madrid - España,1973.0
1895,,,España,1910.0
1896,,,España,
1897,,,España,
1898,,Hombre,Bogota - Colombia,1988.0
1899,,Hombre,Alicante - España,1992.0
1900,,Hombre,Buenos aires - Argentina,1995.0
1901,,Hombre,Lerida - España,1957.0
1902,,Mujer,Zapopan - Mexico,1993.0
1903,,Mujer,Guadalajara - Mexico,1990.0
1904,,Mujer,Buenos aires - Argentina,1996.0
1905,,,Las palmas - España,1993.0
1906,,Hombre,Argentina,1974.0
1907,,Mujer,Alcalá de henares - España,1993.0
1908,,Mujer,España,1986.0
1909,,Mujer,,
1910,,,Madrid - España,1965.0
1911,,,España,1910.0
1912,,Hombre,Barcelona - España,1952.0
1913,,Mujer,Argentina,1966.0
1914,,Mujer,Valencia - España,1989.0
1915,,Hombre,Guadalajara -,1947.0
1916,,Hombre,Granada - España,1974.0
1917,,,"Zurich - Switzerland, Swiss Confederation",1981.0
1918,,Mujer,Zaragoza - España,1992.0
1919,,Hombre,Gijón - España,1969.0
1920,,,España,
1921,,Hombre,España,1972.0
1922,,Hombre,Veracruz - Mexico,2000.0
1923,,Mujer,Cúcuta - Colombia,1999.0
1924,,Hombre,Ciudad de mexico - Mexico,1911.0
1925,,Hombre,Bogota - Colombia,1984.0
1926,,Hombre,Morelia - Mexico,1997.0
1927,,Mujer,Madrid - España,1985.0
1928,,Hombre,Cuernavaca - Mexico,1990.0
1929,,Mujer,Campeche - Mexico,1989.0
1930,,Mujer,Zapopan - Mexico,1991.0
1931,,Mujer,Los cabos - Mexico,1982.0
1932,,Hombre,Valencia - España,1983.0
1933,,Hombre,Df - Mexico,1998.0
1934,,Mujer,Barcelona - España,1982.0
1935,,Mujer,Argentina,1995.0
1936,,Mujer,España,1983.0
1937,,,España,1984.0
1938,,Mujer,España,1999.0
1939,,,Venezuela,1999.0
1940,,Mujer,Salamanca - España,1971.0
1941,,,España,
1942,,Hombre,Mexico,1992.0
1943,,,España,1980.0
1944,,Mujer,Vitoria-gasteiz - España,1978.0
1945,,Hombre,Pamplona - España,1973.0
1946,,Hombre,Buenos aires - Argentina,1981.0
1947,,Mujer,Neuquén - Argentina,1983.0
1948,,Mujer,Valencia - España,1983.0
1949,,Hombre,Granada - Niue,1986.0
1950,,,España,
1951,,,Burgos - España,1988.0
1952,,,España,
1953,,Mujer,,
1954,,Mujer,,
1955,,Hombre,Ciudad de mexico - Mexico,1992.0
1956,,Hombre,Bogota - Colombia,1990.0
1957,,Mujer,Madrid - España,1998.0
1958,,Mujer,,1984.0
1959,,Mujer,Ortiguera - España,1910.0
1960,,Mujer,Madrid - España,1974.0
1961,,Mujer,Donostia - España,1976.0
1962,,,España,
1963,,,España,
1964,,,Argentina,
1965,,,España,
1966,,,Colombia,
1967,,,España,
1968,,,España,
1969,,Mujer,España,1968.0
1970,,Mujer,España,1970.0
1971,,,España,
1972,,Mujer,España,1962.0
1973,,,España,
1974,,Mujer,Mar del plata - Argentina,1985.0
1975,,,España,1966.0
1976,,Mujer,"Toulouse - France, French Republic",1992.0
1977,,,España,
1978,,,España,
1979,,,España,
1980,,Mujer,Crevillente - España,1985.0
1981,,Mujer,España,1995.0
1982,,Mujer,Sevilla - España,1964.0
1983,,,España,1910.0
1984,,Mujer,Salto - Uruguay,1990.0
1985,,Hombre,Sevilla - España,1978.0
1986,,,España,
1987,,,España,
1988,,Hombre,Santiago - Chile,1994.0
1989,,,Córdoba - España,1981.0
1990,,Hombre,Cangasdelnarcea - España,1959.0
1991,,,Onteniente - España,1975.0
1992,,Mujer,Frankfurt am main - Germany,1969.0
1993,,Mujer,España,1973.0
1994,,Hombre,Barcelona - España,1988.0
1995,,Hombre,São paulo - Brazil,1960.0
1996,,Mujer,,
1997,,,Södertälje -,1970.0
1998,,,España,
1999,,,España,1997.0
2000,,Hombre,Guadalajara - España,1974.0
2001,,,España,
2002,,Hombre,Gijón - España,1993.0
2003,,,España,
2004,,Hombre,Madrid - España,1990.0
2005,,Mujer,Barcelona - España,1996.0
2006,,Hombre,Valencia - España,1999.0
2007,,Mujer,Huelva - España,1998.0
2008,,,España,1994.0
2009,,,España,
2010,,,España,1985.0
2011,,,España,
2012,,Hombre,Colombia,1978.0
2013,,,Modena - España,2011.0
2014,,,Uruguay,1972.0
2015,,Mujer,Almuñécar - España,1984.0
2016,,,España,1910.0
2017,,,España,
2018,,Mujer,España,1987.0
2019,,Mujer,Santiago - Cote d'Ivoire,1990.0
2020,,,España,
2021,,Hombre,Bueno aires - Argentina,1998.0
2022,,Hombre,Barcelona - España,2001.0
2023,,,España,1990.0
2024,,Mujer,Obligado - itapúa - Paraguay,2000.0
2025,,Mujer,Barcelona - España,1995.0
2026,,Mujer,Bolivar - Afghanistan,1997.0
2027,,Mujer,Tarragona - España,1999.0
2028,,,Asuncion - Panama,1999.0
2029,,,España,
2030,,Mujer,Guatemala,1996.0
2031,,Mujer,Colombia,1997.0
2032,,,Veracruz - Mexico,1910.0
2033,,Mujer,Distrito federal - Mexico,1995.0
2034,,Mujer,Santa fe - Argentina,1996.0
2035,,Mujer,. - España,1983.0
2036,,Mujer,Mendoza - Argentina,1979.0
2037,,Mujer,Ferrol - España,1989.0
2038,,,España,
2039,,Mujer,Ciudad del este - Panama,1998.0
2040,,Mujer,Sevilla - España,1969.0
2041,,,España,
2042,,,Aroche - España,1960.0
2043,,Mujer,,
2044,,Mujer,Santiago - Chile,1985.0
2045,,Mujer,Santiago de compostela - España,1980.0
2046,,Mujer,Granada - España,1976.0
2047,,Hombre,Valladolid - España,1987.0
2048,,Mujer,,
2049,,,Barcelona - España,1965.0
2050,,Hombre,España,1969.0
2051,,,Mexico,1973.0
2052,,Hombre,Santo domingo este -,1994.0
2053,,Mujer,Getafe - España,1987.0
2054,,Hombre,Murcia - España,1984.0
2055,,Hombre,Bogota - Colombia,1995.0
2056,,Mujer,Ciudad del este - Panama,1990.0
2057,,Hombre,Sanxenxo - España,1991.0
2058,,Mujer,Madrid - España,1995.0
2059,,Hombre,Terrassa - España,1983.0
2060,,Mujer,Zaragoza - España,1985.0
2061,,Hombre,Barcelona - España,1956.0
2062,,,España,
2063,,Mujer,Madrid - España,1986.0
2064,,Mujer,Barcelona - España,1987.0
2065,,Hombre,Rivendel - España,1910.0
2066,,Hombre,Granada - España,1973.0
2067,,Mujer,España,1981.0
2068,,Hombre,Madrid - España,1974.0
2069,,Mujer,London - España,1990.0
2070,,Mujer,Madrid - España,1981.0
2071,,Mujer,Palma - España,1979.0
2072,,,Málaga - España,1980.0
2073,,,España,
2074,,Hombre,Buenos aires - Argentina,1991.0
2075,,Hombre,Lima - Peru,1966.0
2076,,Mujer,Sitges - España,1975.0
2077,,Mujer,Lugo - España,1995.0
2078,,Mujer,España,
2079,,Mujer,Palma - España,1971.0
2080,,,Santa cruz de mudela - España,1973.0
2081,,,España,
2082,,,España,
2083,,,España,
2084,,Hombre,Madrid - España,1973.0
2085,,,Cote d'Ivoire,
2086,,,Argentina,
2087,,,España,
2088,,Hombre,,
2089,,Mujer,¿?,
2090,,Mujer,Madrid - España,1973.0
2091,,Hombre,La nucia - España,1970.0
2092,,Hombre,Buenos aires - Argentina,1971.0
2093,,,España,1910.0
2094,,,España,
2095,,,España,
2096,,Mujer,Zamora - España,1965.0
2097,,Mujer,España,1910.0
2098,,Mujer,España,1993.0
2099,,Mujer,España,1993.0
2100,,Mujer,Málaga - España,1988.0
2101,,Hombre,Tigre - Afghanistan,1999.0
2102,,Mujer,,
2103,,Mujer,,
2104,,,España,
2105,,Hombre,Laudio - España,1961.0
2106,,Hombre,Barcelona - España,1948.0
2107,,Hombre,Burgos - España,1958.0
2108,,Mujer,Logroño - España,1989.0
2109,,Mujer,Vigo - España,1971.0
2110,,Mujer,Valencia - España,1991.0
2111,,Mujer,Barcelona - España,1973.0
2112,,Mujer,,
2113,,,España,1910.0
2114,,,Peru,
2115,,,Bucaramanga - Colombia,1969.0
2116,,Hombre,¿?,
2117,,Mujer,Rosario - Argentina,1964.0
2118,,,España,
2119,,Hombre,Plentzia - España,1984.0
2120,,,España,
2121,,Hombre,,
2122,,,España,
2123,,Mujer,Madrid - España,1997.0
2124,,Mujer,Buenos aires - Argentina,1988.0
2125,,Hombre,Buenos aires - Argentina,1975.0
2126,,,España,
2127,,Hombre,Ciudad real - España,1994.0
2128,,Mujer,,
2129,,Mujer,España,1988.0
2130,,Mujer,Jerez - España,1970.0
2131,,,,
2132,,Mujer,Montuiri - España,1982.0
2133,,,España,
2134,,,España,
2135,,,España,
2136,,,España,
2137,,,España,
2138,,,España,
2139,,,España,
2140,,Mujer,España,1984.0
2141,,Mujer,O - España,1975.0
2142,,Mujer,Madrid - España,1976.0
2143,,Hombre,Rianxo - España,1986.0
2144,,,España,
2145,,,España,
2146,,,España,
2147,,,Madrid - España,1962.0
2148,,Mujer,Sevilla - España,1980.0
2149,,,- - España,
2150,,,España,
2151,,Mujer,Buenos aires - Argentina,1996.0
2152,,Mujer,Badajoz - España,1994.0
2153,,Mujer,Concepción - Chile,1981.0
2154,,Hombre,España,1984.0
2155,,Mujer,Elche - España,1993.0
2156,,Mujer,Montevideo - Uruguay,1961.0
2157,,,España,
2158,,Mujer,Managua - Niue,1997.0
2159,,,España,
2160,,,España,1970.0
2161,,,Argentina,
2162,,Mujer,Banfield - Argentina,1979.0
2163,,,Mexico,
2164,,,Mexico,
2165,,,¿?,
2166,,Hombre,Capital federal - Argentina,1996.0
2167,,Hombre,Santiago de chile - Cote d'Ivoire,1983.0
2168,,Hombre,Madrid - España,1988.0
2169,,Mujer,Badajoz - España,1955.0
2170,,Hombre,Murcia - España,1995.0
2171,,Hombre,Madrid - España,1973.0
2172,,Mujer,Alicante - España,1978.0
2173,,,España,
2174,,Hombre,Gelida - España,1979.0
2175,,Hombre,Las palmas de gran canaria - España,1971.0
2176,,Mujer,España,1976.0
2177,,Hombre,¿?,
2178,,Mujer,Madrid - España,1973.0
2179,,Hombre,Cornellá - España,1970.0
2180,,,Argentina,1910.0
2181,,Mujer,Malaga - España,1992.0
2182,,Hombre,Valencia - España,1982.0
2183,,Mujer,Zacatecas - Mexico,1981.0
2184,,Mujer,Oviedo - España,1987.0
2185,,Mujer,Sevilla - España,1988.0
2186,,Mujer,Celaya - Mexico,1978.0
2187,,Mujer,,
2188,,,España,
2189,,Mujer,España,2000.0
2190,,Mujer,Madrid - España,1991.0
2191,,,España,
2192,,Mujer,León - España,1982.0
2193,,,España,
2194,,,España,
2195,,Mujer,España,1991.0
2196,,Mujer,Buenos aires - Argentina,1996.0
2197,,Mujer,Madrid - España,1980.0
2198,,Mujer,Almería - España,1984.0
2199,,,Quito - Ecuador,1994.0
2200,,,España,
2201,,Hombre,Madrid - España,1991.0
2202,,Mujer,Madrid - España,1967.0
2203,,Mujer,Buenos aires - Argentina,1972.0
2204,,,España,
2205,,Mujer,,
2206,,,Derio - España,1976.0
2207,,,Murcia - España,1993.0
2208,,,España,
2209,,Hombre,Madrid - España,1967.0
2210,,,Maracay - Venezuela,1963.0
2211,,,España,
2212,,,España,
2213,,,España,
2214,,,España,
2215,,,España,
2216,,,España,
2217,,,España,
2218,,,España,
2219,,,Mexico,
2220,,Mujer,Pamplona/iruã±a - España,1981.0
2221,,,España,
2222,,,España,
2223,,,España,1910.0
2224,,Mujer,Bs as - Argentina,1984.0
2225,,Hombre,Mar del plata - Argentina,1979.0
2226,,Hombre,Buenos aires - Argentina,1962.0
2227,,Hombre,Pinto - España,1985.0
2228,,Hombre,Madrid - España,1961.0
2229,,Hombre,,
2230,,,¿?,
2231,,Hombre,Zaragoza - España,1990.0
2232,,Hombre,Roma - Italy,1986.0
2233,,,España,1910.0
2234,,Hombre,Sevilla - España,1994.0
2235,,Mujer,,
2236,,Hombre,Alicante - España,1983.0
2237,,Mujer,Madrid - España,1985.0
2238,,Hombre,Azuaga - España,1977.0
2239,,Hombre,Oviedo - España,1964.0
2240,,Hombre,España,1975.0
2241,,Mujer,España,1910.0
2242,,Mujer,¿?,
2243,,Hombre,Buenos aires - Argentina,1988.0
2244,,Mujer,Montevideo - Uruguay,1991.0
2245,,Hombre,Las palmas de gran canaria - España,1997.0
2246,,Hombre,Algeciras - España,1961.0
2247,,Hombre,Buenos aires - Argentina,1985.0
2248,,,España,
2249,,Mujer,Bilbao - ¿?,1990.0
2250,,Hombre,Valencia - España,1979.0
2251,,Hombre,Madrid - España,1985.0
2252,,,España,
2253,,Hombre,San fernando - España,1986.0
2254,,,España,
2255,,,España,1965.0
2256,,,España,
2257,,,Cartagena -colombia - Colombia,1910.0
2258,,Mujer,Huelva - España,1989.0
2259,,,España,1984.0
2260,,,España,
2261,,Mujer,San josé -,1989.0
2262,,,España,
2263,,Hombre,Madrid - España,1979.0
2264,,Hombre,San cristóbal de la laguna - España,1984.0
2265,,Mujer,,
2266,,Mujer,Madrid - España,1990.0
2267,,Hombre,¿?,
2268,,Hombre,¿?,
2269,,Hombre,Almeria - España,1966.0
2270,,Mujer,Wilde - ¿?,
2271,,Mujer,Madrid - España,1990.0
2272,,Mujer,Puebla - Mexico,1993.0
2273,,Mujer,Sant boi de llobregat - España,1984.0
2274,,Mujer,España,1972.0
2275,,,Santiago - Cote d'Ivoire,1972.0
2276,,,España,
2277,,Mujer,,
2278,,Mujer,España,1988.0
2279,,,España,1910.0
2280,,Mujer,Ourense - España,1985.0
2281,,,España,
2282,,Hombre,Santurtzi - España,1978.0
2283,,Hombre,Zaragoza - España,1982.0
2284,,,Madrid - España,1993.0
2285,,,España,
2286,,Mujer,Madrid - España,1975.0
2287,,Hombre,Alcorcón - España,1985.0
2288,,Mujer,Madrid - España,1974.0
2289,,Hombre,Barcelona - España,1982.0
2290,,Mujer,,
2291,,,España,
2292,,Mujer,España,1982.0
2293,,Hombre,Cordoba - España,1978.0
2294,,Hombre,San lorenzo de el escorial - España,1983.0
2295,,Hombre,La coruña - España,1993.0
2296,,Hombre,Igualada - España,1985.0
2297,,Hombre,,
2298,,Hombre,Madrid - España,1985.0
2299,,Hombre,áncash - Peru,1993.0
2300,,Hombre,Madrid - España,1985.0
2301,,Hombre,Barcelona - España,1994.0
2302,,Hombre,Badajoz - España,1992.0
2303,,Hombre,Bogotá - Colombia,1998.0
2304,,Mujer,Sevilla - España,1983.0
2305,,Mujer,España,2001.0
2306,,Hombre,Medellín - Colombia,1910.0
2307,,Hombre,Tegucigalpa - Honduras,1980.0
2308,,Hombre,Buenos aires - Argentina,1989.0
2309,,,España,
2310,,Hombre,La paz - Saint Barthelemy,1980.0
2311,,,España,
2312,,,Madrid - España,1981.0
2313,,,España,
2314,,,Colombia,
2315,,,España,
2316,,Mujer,Donostia - España,1977.0
2317,,,España,
2318,,,Buenos aires - Argentina,1979.0
2319,,Mujer,Ponferrada - España,1979.0
2320,,Mujer,Pamplona - España,1971.0
2321,,Mujer,Barcelona - España,1988.0
2322,,,España,
2323,,,Albacete - España,1978.0
2324,,Mujer,Vitoria - España,1994.0
2325,,,España,
2326,,Mujer,,
2327,,Mujer,Sevilla - España,1969.0
2328,,Hombre,Madrid - España,1975.0
