id,title,year,imdbID,rtID
5662,The Wrong Guy,1997,120536,wrong_guy
5663,Eight Below,2006,397313,eight_below
5664,Brown Sugar,2002,297037,brown_sugar
5665,Knockaround Guys,2001,211465,knockaround_guys
5666,The Rules of Attraction,2002,292644,rules_of_attraction
5667,Tuck Everlasting,2002,283084,tuck_everlasting
5668,White Oleander,2002,283139,white_oleander
5669,Bowling for Columbine,2002,310793,bowling_for_columbine
5670,Comedian,2002,328962,comedian
5671,Le bossu,1997,118756,on_guard
5672,Pokémon 4Ever,2002,313487,pokemon_4ever
5673,Punch-Drunk Love,2002,272338,punchdrunk_love
5675,Swept Away,2002,291502,1116774-swept_away
5676,The Young Unknowns,2000,186719,the-young-unknowns
5677,Abandon,2002,267248,abandon
5678,The 51st State,2001,227984,formula_51
5679,The Ring,2002,298130,ring
5680,Auto Focus,2002,298744,auto_focus
5681,La faute à Fidel!,2006,792966,blame_it_on_fidel
5682,The Grey Zone,2001,252480,grey_zone
5683,Hansel & Gretel,2002,293832,1117372-hansel_and_gretel
5684,Naqoyqatsi,2002,145937,naqoyqatsi
5685,Real Women Have Curves,2002,296166,real_women_have_curves
5686,Russkiy kovcheg,2002,318034,russian_ark
5687,Goyangileul butaghae,2001,296658,take_care_of_my_cat
5688,Tully,2000,212604,tully
5689,Billy Bathgate,1991,101453,billy_bathgate
5690,Hotaru no haka,1988,95327,grave_of_the_fireflies
5691,Jason Goes to Hell: The Final Friday,1993,107254,jason_goes_to_hell_the_final_friday
5692,The Mechanic,1972,68931,1013632-mechanic
5693,Saturday Night Fever,1977,76666,saturday_night_fever
5694,Stay Alive,2006,441796,10006370-stay_alive
5695,To the Devil a Daughter,1976,75334,to_the_devil_a_daughter
5696,Urban Cowboy,1980,81696,urban_cowboy
5697,Terror Train,1980,81617,terror_train
5698,Times Square,1980,81635,times_square
5699,Tom Horn,1980,80031,tom_horn
5700,L'uomo puma,1980,81693,
5701,Up the Academy,1980,81695,up_the_academy
5702,When Time Ran Out...,1980,81747,when_time_ran_out
5703,Wholly Moses!,1980,81751,wholly_moses
5705,Xanadu,1980,81777,xanadu
5706,...All the Marbles,1981,81964,all_the_marbles
5707,Absence of Malice,1981,81974,absence_of_malice
5708,All Night Long,1962,54614,all-night-long-1962
5709,The Moguls,2005,405163,the-amateurs
5710,Banana Joe,1982,82045,banana-joe
5711,Die bleierne Zeit,1981,82081,marianne_and_juliane
5712,Blow Out,1981,82085,blow_out
5714,Buddy,1997,118787,1078022-buddy
5715,Burn After Reading,2008,887883,burn_after_reading
5716,The Butterfly Effect,2004,289879,butterfly_effect
5717,Cannibal ferox,1981,82700,cannibal_ferox
5718,Carbon Copy,1981,82138,1003547-carbon_copy
5719,Charlie Chan and the Curse of the Dragon Queen,1981,82159,charlie_chan_and_the_curse_of_the_dragon_queen
5720,"Chi trova un amico, trova un tesoro",1981,85327,
5721,The Chosen,1981,82175,1004110-chosen
5722,The Goat,1921,12224,the-goat-1921
5723,Continental Divide,1981,82200,continental_divide
5724,The Creature Wasn't Nice,1983,82213,the-creature-wasnt-nice
5725,Czlowiek z zelaza,1981,82222,man_of_iron
5726,Dead & Buried,1981,82242,dead_and_buried
5727,Deadly Blessing,1981,82245,deadly_blessing
5728,Death Hunt,1981,82247,death_hunt
5729,Endless Love,1981,82329,endless_love
5730,Enter the Ninja,1981,82332,enter_the_ninja
5731,The Entity,1981,82334,entity
5732,Eye of the Needle,1981,82351,eye_of_the_needle
5733,Eyewitness,1970,66420,1020414-eyewitness
5734,Faces of Death II,1981,85518,faces-of-death-ii
5735,Faces of Death,1978,77533,
5736,Faces of Death III,1985,121261,faces_of_death_pt_3
5737,Faces of Death IV,1990,121262,faces-of-death-iv
5738,Faces of Death V,1995,160303,faces-of-death-v
5739,Faces of Death VI,1996,223250,faces-of-death-vi
5740,Faces of Death: Fact or Fiction?,1999,223251,faces-of-death
5741,La femme d'à côté,1981,82370,woman_next_door
5742,First Monday in October,1981,82382,first_monday_in_october
5743,Fort Apache the Bronx,1981,82402,fort_apache_the_bronx
5744,Four Friends,1981,82404,four_friends
5745,Händler der vier Jahreszeiten,1971,67227,merchant_of_four_seasons
5746,Galaxy of Terror,1981,82431,1008055-galaxy_of_terror
5747,Gallipoli,1981,82432,1008074-gallipoli
5748,Zork: Grand Inquisitor,1997,132641,
5749,Sien nui yau wan,1987,93978,chinese_ghost_story
5750,Going Ape!,1981,82457,going_ape
5751,Goodbye Pork Pie,1981,82464,
5752,Gregory's Girl,1981,82477,gregorys_girl
5753,Göta kanal eller Vem drog ur proppen?,1981,82490,gota-kanal-eller-vem-drog-ur-proppen-who-pulled-the-plug
5754,Cool Hand Luke,1967,61512,cool_hand_luke
5755,Happy Birthday to Me,1981,82498,happy_birthday_to_me
5756,Heartbeeps,1981,82507,heartbeeps
5759,"Ladies and Gentlemen, the Fabulous Stains",1982,82639,ladies-and-gentlemen-the-fabulous-stains
5760,Lady Chatterley's Lover,1981,82640,1149046-lady_chatterleys_lover
5761,The Legend of the Lone Ranger,1981,82648,1012184-legend_of_the_lone_ranger
5762,Lili Marleen,1981,82661,lili_marleen
5763,Lola,1981,82671,10002128-lola
5764,Looker,1981,82677,looker
5765,"Looney, Looney, Looney Bugs Bunny Movie",1981,82679,looney_looney_looney_bugs_bunny_movie
5766,"I, Madman",1989,97557,i_madman
5767,Mis,1981,82755,mis-teddy-bear
5768,Modern Problems,1981,82763,modern_problems
5769,Modern Romance,1981,82764,modern_romance
5770,Ms. 45,1981,82776,ms_45
5771,My Bloody Valentine,2009,1179891,my_bloody_valentine_3_d
5772,My Dinner with Andre,1981,82783,my_dinner_with_andre
5773,Your Friends & Neighbors,1998,119517,your_friends_and_neighbors
5774,Night of the Zombies,1981,82815,night-of-the-zombies-battalion-of-the-living-deadgamma-693the-chillingsister-of-death
5775,The Night the Lights Went Out in Georgia,1981,82816,night_the_lights_went_out_in_georgia
5776,Only When I Laugh,1981,82853,1015639-only_when_i_laugh
5777,Pennies from Heaven,1981,82894,1016119-pennies_from_heaven
5778,Five Easy Pieces,1970,65724,five_easy_pieces
5779,Piranha Part Two: The Spawning,1981,82910,piranha_2_the_spawning
5780,Polyester,1981,82926,polyester
5781,Private Lessons,1981,82948,1016793-private_lessons
5782,Le professionnel,1981,82949,le-professionnel
5783,Derrida,2002,303326,derrida
5784,Ghost Ship,2002,288477,ghost_ship
5785,Jackass: The Movie,2002,322802,jackass_the_movie
5786,Paid in Full,2002,259484,paid_in_full
5787,The Truth About Charlie,2002,270707,truth_about_charlie
5788,All or Nothing,2002,286261,1117377-all_or_nothing
5789,All the Queen's Men,2001,252223,all_the_queens_men
5790,Food of Love,2002,309600,food_of_love
5791,Frida,2002,120679,frida
5792,Roger Dodger,2002,299117,roger_dodger
5793,Time Changer,2002,295725,time_changer
5794,Beau travail,1999,209933,beau_travail
5795,The Big Knife,1955,47880,big_knife
5796,Casino Royale,2006,381061,casino_royale
5797,The Company of Wolves,1984,87075,company_of_wolves
5798,Escanaba in da Moonlight,2001,180679,escanaba_in_da_moonlight
5799,Exodus,1960,53804,1006872-exodus
5800,How to Murder Your Wife,1965,58212,how_to_murder_your_wife
5801,The Russians Are Coming the Russians Are Coming,1966,60921,russians_are_coming_the_russians_are_coming
5802,The World of Henry Orient,1964,58756,world_of_henry_orient
5803,I Spy,2002,297181,hit-me
5804,The Santa Clause 2,2002,304669,santa_clause_2
5806,Takhté siah,2000,246266,blackboards
5807,Love in the Time of Money,2002,292501,love_in_the_time_of_money
5808,The Weight of Water,2000,210382,weight_of_water
5809,Femme Fatale,2002,280665,1118216-femme_fatale
5810,8 Mile,2002,298203,8_mile
5811,Tout près des étoiles: Les danseurs de l'Opéra de Paris,2001,260713,etoiles_dancers_of_the_paris_opera_ballet
5812,Far from Heaven,2002,297884,far_from_heaven
5813,"Dieu est grand, je suis toute petite",2001,287986,god_is_great_im_not
5814,The Rising Place,2001,201020,rising_place
5815,Half Past Dead 2,2007,871867,
5816,Harry Potter and the Chamber of Secrets,2002,295297,harry_potter_and_the_chamber_of_secrets
5817,Ararat,2002,273435,ararat
5818,El crimen del padre Amaro,2002,313196,crime_of_padre_amaro
5819,Interview with the Assassin,2002,308411,interview_with_the_assassin
5820,Standing in the Shadows of Motown,2002,314725,standing_in_the_shadows_of_motown
5821,Jibeuro,2002,312841,way_home
5822,Acción mutante,1993,106215,accion-mutante-mutant-action
5823,Eyes of an Angel,1991,101844,eyes_of_an_angel
5824,Liberty Stands Still,2002,280870,liberty_stands_still
5825,The Life and Death of Colonel Blimp,1943,36112,life_and_death_of_colonel_blimp
5826,Rio Grande,1950,42895,rio_grande
5827,Young Americans,2000,220178,
5828,Bad Day at Black Rock,1955,47849,bad_day_at_black_rock
5829,Men with Brooms,2002,263734,men_with_brooms
5830,Mysterious Island,1961,55207,1014592-mysterious_island
5831,Soul Assassin,2001,271200,soul_assassin
5832,Left Behind II: Tribulation Force,2002,283644,left_behind_ii_tribulation_force
5833,Dog Soldiers,2002,280609,dog_soldiers
5834,Goldfinger,1964,58150,goldfinger
5835,"God afton, Herr Wallenberg - En Passionshistoria från verkligheten",1990,99673,
5836,Houseboat,1958,51745,houseboat
5837,Legion of the Dead,2005,441041,1156538-legion_of_the_dead
5838,Madame Bovary,1991,102368,1042062-madame_bovary
5839,La gloire de mon père,1990,99669,my_fathers_glory
5840,Le château de ma mère,1990,99266,my_mothers_castle
5841,Return to the Blue Lagoon,1991,102782,return_to_the_blue_lagoon
5842,Trop belle pour toi,1989,98520,too_beautiful_for_you
5843,Toy Soldiers,1991,103112,1035639-toy_soldiers
5844,The Prowler,1981,82951,1016854-prowler
5845,The Pursuit of D.B. Cooper,1981,82958,pursuit_of_db_cooper
5846,Raggedy Man,1981,82969,raggedy_man
5847,Ragtime,1981,82970,ragtime
5848,Rich and Famous,1981,82992,1017530-rich_and_famous
5849,Ricomincio da tre,1981,81427,
5851,Rollover,1981,83006,rollover
5852,Saturday the 14th,1981,83033,saturday_the_14th
5853,Scanners,1981,81455,1018315-scanners
5854,Sharky's Machine,1981,83064,sharkys_machine
5855,Shock Treatment,1981,83067,shock_treatment
5856,Sjecas li se Dolly Bell,1981,83089,do_you_remember_dolly_bell
5857,So Fine,1981,83099,so_fine
5858,La soupe aux choux,1981,83109,soupe_aux_choux
5859,Southern Comfort,1981,83111,1019482-southern_comfort
5860,Sphinx,1981,83113,1019612-sphinx
5861,Storie di ordinaria follia,1981,86410,storie-di-ordinaria-follia-tales-of-ordinary-madness
5862,Student Bodies,1981,83133,student_bodies
5863,Take This Job and Shove It,1981,83163,take_this_job_and_shove_it
5864,Tarzan the Ape Man,1932,23551,1020896-tarzan_the_ape_man
5865,Tattoo,2002,286204,10001956-tattoo
5866,They All Laughed,1981,83189,they_all_laughed
5867,The Thief of Bagdad,1924,15400,1028714-thief_of_bagdad
5868,Elvis,1979,79103,elvis_the_movie
5869,True Confessions,1981,83232,true_confessions
5870,Revolution #9,2001,253586,revolution-9
5872,Die Another Day,2002,246460,die_another_day
5873,The Emperor's Club,2002,283530,emperors_club
5874,Friday After Next,2002,293815,friday_after_next
5875,Personal Velocity: Three Portraits,2002,295238,personal_velocity
5876,The Quiet American,2002,258068,1118347-quiet_american
5878,Hable con ella,2002,287467,con-man
5879,Eight Crazy Nights,2002,271263,adam_sandlers_eight_crazy_nights
5880,Extreme Ops,2002,283160,extreme_ops
5881,Solyaris,1972,69293,solyaris
5882,Treasure Planet,2002,133240,treasure_planet
5883,They,2002,283632,1115907-1115907-they
5884,Chrome Hearts,1989,103959,chopper_chicks_in_zombietown
5885,"Was tun, wenn's brennt?",2001,207198,what_to_do_in_case_of_fire
5886,Ik ook van jou,2001,239060,i_love_you_too
5887,Another You,1991,101356,another_you
5888,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,443453,borat
5889,Zhestokiy romans,1984,90368,
5890,Elling,2001,279064,elling
5891,Day of the Woman,1978,77713,i_spit_on_your_grave
5892,The Island at the Top of the World,1974,71671,island_at_the_top_of_the_world
5893,The Last Seduction,1994,110308,last_seduction
5895,Contact,1997,118884,1078021-contact
5896,New Waterford Girl,1999,213121,new_waterford_girl
5897,Das Arche Noah Prinzip,1984,86911,noahs_ark_principle
5898,The Sword and the Sorcerer,1982,84749,sword_and_the_sorcerer
5899,Zulu,1964,58777,zulu
5900,Analyze That,2002,289848,analyze_that
5901,Empire,2002,262396,1118698-empire
5902,Adaptation.,2002,268126,1118700-adaptation
5903,Equilibrium,2002,238380,equilibrium
5906,Ça commence aujourd'hui,1999,186730,
5907,Madea Goes to Jail,2009,1142800,madea-goes-to-jail
5909,Bijitâ Q,2001,290329,visitor_q
5910,Les uns et les autres,1981,83260,
5911,Urgh! A Music War,1981,138902,urgh-a-music-war
5912,Vabank,1981,83271,vabank
5913,Varning för Jönssonligan,1981,83276,varning-for-jonssonligan
5914,"Vernon, Florida",1981,83281,vernon_florida
5915,Victory,1981,83284,1022576-victory
5916,Whose Life Is It Anyway?,1981,83326,whose_life_is_it_anyway
5917,Zoot Suit,1981,83365,zoot_suit
5918,Alone in the Dark,2005,369226,alone_in_the_dark
5919,Android Apocalypse,2006,470023,android_apocalypse
5921,Attack Force Z,1982,83591,attack_force_z
5922,Attila,1954,46731,
5923,Author! Author!,1982,83598,author_author
5924,Barbarosa,1982,83619,barbarosa
5925,The Beast Within,1982,83629,beast_within
5926,My Best Friend's Wedding,1997,119738,my_best_friends_wedding
5927,The Best Little Whorehouse in Texas,1982,83642,best_little_whorehouse_in_texas
5928,The Border,1982,83678,1002907-border
5929,La boum,1980,82100,
5930,Brimstone & Treacle,1982,83693,brimstone_and_treacle
5931,Britannia Hospital,1982,83694,britannia_hospital
5932,Burden of Dreams,1982,83702,burden_of_dreams
5933,Cannery Row,1982,83717,cannery_row
5935,Class of 1984,1982,83739,class_of_1984
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982,83745,come_back_to_the_5_and_dime_jimmy_dean_jimmy_dean
5937,Danton,1983,83789,danton
5938,Deathtrap,1982,83806,deathtrap
5939,Dünyayi kurtaran adam,1982,182060,turkish_star_wars
5940,Eating Raoul,1982,83869,eating_raoul
5941,Drumline,2002,303933,drumline
5942,The Hot Chick,2002,302640,hot_chick
5943,Maid in Manhattan,2002,252076,maid_in_manhattan
5944,Star Trek: Nemesis,2002,253754,star_trek_nemesis
5945,About Schmidt,2002,257360,about_schmidt
5946,El Bola,2000,243794,el-bola
5947,Evelyn,2002,298856,evelyn
5948,Family Guy,1999,182576,
5949,Intacto,2001,220580,intacto
5950,The Jimmy Show,2001,271020,jimmy_show
5951,Morvern Callar,2002,300214,morvern_callar
5952,The Lord of the Rings: The Two Towers,2002,167261,lord_of_the_rings_the_two_towers
5953,Guizi lai le,2000,245929,devils-on-the-doorstep
5954,25th Hour,2002,307901,25th_hour
5955,Antwone Fisher,2002,168786,antwone_fisher
5956,Gangs of New York,2002,217505,gangs_of_new_york
5957,Two Weeks Notice,2002,313737,two_weeks_notice
5958,The Wild Thornberrys Movie,2002,282120,wild_thornberrys_movie
5959,Narc,2002,272207,narc
5960,Bad Influence,1990,99091,bad_influence
5961,Blue Steel,1989,99160,1028554-blue_steel
5962,Body of Evidence,1993,106453,body_of_evidence
5963,The Children's Hour,1961,54743,childrens_hour
5964,The Business,2005,429715,10005666-business
5965,The Duellists,1977,75968,duellists
5966,A Kiss Before Dying,1956,49414,1101255-kiss_before_dying
5968,Miami Blues,1990,100143,miami_blues
5969,My Girl,1991,102492,1037649-my_girl
5970,My Girl,1991,102492,1037649-my_girl
5971,Tonari no Totoro,1988,96283,my_neighbor_totoro
5972,The Road to Hong Kong,1962,56417,road_to_hong_kong
5973,Running Time,1997,120042,running-time
5974,The Thief of Bagdad,1924,15400,1028714-thief_of_bagdad
5975,War and Peace,1956,49934,1023093-war_and_peace
5976,Stay,2006,492492,1158918-sleeping_dogs_lie
5977,Where's Poppa?,1970,66563,wheres_poppa
5978,The Whistle Blower,1987,92206,whistle_blower
5979,Attack of the Crab Monsters,1957,50147,attack_of_the_crab_monsters
5980,Black Christmas,2006,454082,black-love
5981,The Day of the Triffids,1962,55894,1005366-day_of_the_triffids
5982,Esther Kahn,2000,183056,esther-kahn
5983,Invaders from Mars,1953,45917,1010672-invaders_from_mars
5984,Histoire d'O,1975,73115,the-story-of-o
5985,Asoka,2001,249371,asoka
5986,Fat City,1972,68575,fat_city
5987,"Love, Honour and Obey",2000,199727,love_honor_and_obey
5988,Quicksilver,1986,91814,quicksilver
5989,Catch Me If You Can,2002,264464,catch_me_if_you_can
5990,Pinocchio,1940,32910,1016342-pinocchio
5991,Chicago,2002,299658,
5992,The Hours,2002,274558,hours
5993,Max,2002,290210,max
5994,Nicholas Nickleby,2002,309912,1119037-nicholas_nickleby
5995,The Pianist,2002,253474,pianist
5996,Sonny,2002,305973,sonny
5997,Champagne for Caesar,1950,42325,champagne_for_caesar
5998,Doppelgänger,1969,64519,journey_to_the_far_side_of_the_sun
5999,Heavy Metal 2000,2000,119273,heavy_metal_2000
6000,La casa sperduta nel parco,1980,80503,house_on_the_edge_of_the_park
6001,The King of Comedy,1982,85794,1011623-king_of_comedy
6002,Love Liza,2002,282698,love_liza
6003,Confessions of a Dangerous Mind,2002,270288,
6004,Vale Abraão,1993,108471,abrahams_valley
6005,Blue Collar Comedy Tour: The Movie,2003,330069,blue_collar_comedy_tour_the_movie
6006,Just Married,2003,305711,just-married-marriage-was-only-the-beginning
6007,P.S. Your Cat Is Dead!,2002,245341,ps_your_cat_is_dead
6008,Le fils,2002,291172,the-son-le-fils
6009,Hyôryû-gai,2000,246498,1110769-city_of_lost_souls
6010,Double Whammy,2001,250347,double_whammy
6011,WiseGirls,2002,284655,wisegirls2002
6012,A Guy Thing,2003,295289,guy_thing
6013,Kangaroo Jack,2003,257568,1136750-jack
6014,National Security,2003,271668,national_security
6015,Da wan,2001,287934,big_shots_funeral
6016,Cidade de Deus,2002,317248,city_of_god
6017,Yadon ilaheyya,2002,274428,1119800-divine_intervention
6018,En kærlighedshistorie,2001,285280,kiras_reason_a_love_story
6019,Indagine su un cittadino al di sopra di ogni sospetto,1970,65889,investigation_of_a_citizen_above_suspicion
6020,Alice Adams,1935,26056,alice_adams
6021,Der amerikanische Freund,1977,75675,american_friend
6022,American Me,1992,103671,american_me
6023,Bande à part,1964,57869,band_of_outsiders
6024,The Break-Up,2006,452594,break_up
6025,CB4,1993,106500,cb4
6026,Der Totmacher,1995,114704,deathmaker
6027,Dogfight,1991,101748,1036458-dogfight
6029,Fun in Acapulco,1963,57083,
6030,Girls! Girls! Girls!,1962,56023,1008358-girls_girls_girls
6031,Imitation of Life,1959,52918,1010417-imitation_of_life
6032,A Little Romance,1979,79477,1012506-little_romance
6033,Mystery Date,1991,102500,mystery_date
6035,Pépé le Moko,1937,29453,pepe-le-moko
6036,Secret Admirer,1985,89981,secret_admirer
6037,Summer Lovers,1982,84737,summer_lovers
6038,Tune in Tomorrow...,1990,100822,tune_in_tomorrow
6039,The Woman in Red,1984,88414,woman_in_red
6040,Darkness Falls,2003,282209,darkness_falls
6041,Amen.,2002,280653,amen
6042,Im toten Winkel - Hitlers Sekretärin,2002,311320,blind_spot_hitlers_secretary
6043,Im Spiegel der Maya Deren,2002,284203,in_the_mirror_of_maya_deren
6044,Blind Date,1987,92666,1002571-blind_date
6045,Love and a Bullet,2002,235553,love_and_a_bullet
6047,Dead Reckoning,1947,39305,1005412-dead_reckoning
6048,The Devil at 4 O'Clock,1961,54805,devil_at_4_oclock
6049,Ethan Frome,1993,106833,ethan_frome
6050,Milk,2008,1013753,milk
6051,The Harder They Come,1972,70155,harder_they_come
6052,The Horse in the Gray Flannel Suit,1968,63091,horse_in_the_gray_flannel_suit
6053,Krush Groove,1985,89444,krush_groove
6054,The Moon-Spinners,1964,58371,moonspinners
6055,Sugar Hill,1993,107079,1048585-sugar_hill
6056,Chaos,2005,402910,10006150-chaos
6057,Biker Boyz,2003,326769,biker_boyz
6058,Final Destination 2,2003,309593,final_destination_2
6059,The Recruit,2003,292506,recruit
6060,The Guru,2002,280720,1119875-guru
6061,Kedma,2002,304267,kedma
6062,Lost in La Mancha,2002,308514,lost_in_la_mancha
6063,May,2002,303361,may
6064,The Harder They Fall,1956,49291,1009224-harder_they_fall
6065,I'm All Right Jack,1959,52911,im_all_right_jack
6066,Murder by Decree,1979,79592,murder_by_decree
6067,Ordinary Decent Criminal,2000,160611,ordinary-decent-criminal
6068,Pursued,2004,385969,pursued
6070,Topâzu,1992,105622,tokyo_decadence
6072,La femme infidèle,1969,64323,unfaithful_wife
6073,La decima vittima,1965,59095,tenth_victim
6074,The Freshman,1990,99615,10009001-the_freshman
6075,Den enfaldige mördaren,1982,83888,den-enfaldige-mordaren-the-simpleminded-murder
6076,Enigma,2001,157583,1113649-enigma
6077,Evil Under the Sun,1982,83908,evil_under_the_sun
6078,Firefox,1982,83943,firefox
6079,Five Days One Summer,1982,83947,five_days_one_summer
6080,Forced Vengeance,1982,83960,forced_vengeance
6081,Le gendarme et les gendarmettes,1982,83996,gendarme-et-les-gendarmettes-le
6082,The Grey Fox,1982,85622,grey_fox
6083,Hammett,1982,85640,hammett
6084,Honkytonk Man,1982,84088,honkytonk_man
6086,"I, the Jury",1982,84112,1010263-i_the_jury
6087,If You Could See What I Hear,1982,84117,if_you_could_see_what_i_hear
6088,Jekyll and Hyde... Together Again,1982,84171,jekyll_and_hyde_together_again
6089,Jönssonligan & DynamitHarry,1982,84189,jonssonligan-dynamitharry
6090,Kiss Me Goodbye,1982,84210,kiss_me_goodbye
6091,Laberinto de pasiones,1982,84228,labyrinth_of_passion
6092,The Last American Virgin,1982,84234,last_american_virgin
6093,The Last Unicorn,1982,84237,last_unicorn
6094,Liquid Sky,1982,85852,liquid_sky
6095,Long xiao ye,1982,84266,dragon_lord
6096,Making Love,1982,84293,making_love
6097,Manhattan Baby,1982,84298,manhattan_baby
6099,Megaforce,1982,84316,megaforce
6100,A Midsummer Night's Sex Comedy,1982,84329,midsummer_nights_sex_comedy
6101,The Missing,2003,338188,1127407-missing
6102,The Mission,1986,91530,1014027-mission
6103,Monsignor,1982,84351,monsignor
6104,Monty Python Live at the Hollywood Bowl,1982,84352,monty_python_live_at_the_hollywood_bowl
6105,Moonlight,2007,955346,
6106,Mother Lode,1982,84359,mother_lode
6107,La notte di San Lorenzo,1982,84422,night_of_the_shooting_stars
6108,La nuit de Varennes,1982,84423,la_nuit_de_varennes
6109,One from the Heart,1982,84445,one_from_the_heart
6110,Pandemonium,1982,84464,pandemonium
6111,Paradise,1982,84469,1015925-paradise
6112,Partner(s),2005,419026,partners2005
6113,Passion,1982,84481,1082980-passion
6114,Permanent Vacation,2007,475431,1203530-permanent_vacation
6115,Personal Best,1982,84489,personal_best
6116,Pirates of the Caribbean: The Curse of the Black Pearl,2003,325980,pirates_of_the_caribbean_the_curse_of_the_black_pearl
6117,Privates on Parade,1982,84538,privates_on_parade
6118,Przypadek,1981,84549,blind-chance
6119,Le père Noël est une ordure,1982,84555,le-pere-noel-est-une-orduresanta-claus-is-a-louse
6120,Q,1982,84556,q
6121,Querelle,1982,84565,querelle
6122,Richard Pryor Live on the Sunset Strip,1982,84597,richard_pryor_live_on_sunset_strip
6123,Sans soleil,1983,84628,sans_soleil
6124,Savannah Smiles,1982,84633,savannah_smiles
6125,The Secret Policeman's Other Ball,1982,84648,secret_policemans_other_ball
6126,Die Sehnsucht der Veronika Voss,1982,84654,veronika_voss
6127,Shoot the Moon,1982,84675,shoot_the_moon
6128,Six-Pack,2000,221554,
6129,Six Weeks,1982,84691,six_weeks
6130,Soldier,1998,120157,1083934-soldier
6131,Some Kind of Hero,1982,83107,some_kind_of_hero
6132,Lo squartatore di New York,1982,84719,new_york_ripper
6133,Der Stand der Dinge,1982,84725,state_of_things
6134,Starstruck,1982,84728,1020035-starstruck
6135,Still of the Night,1982,84732,still_of_the_night
6137,Sword of the Valiant: The Legend of Sir Gawain and the Green Knight,1984,84750,sword_of_the_valiant
6138,Tag: The Assassination Game,1982,84756,tag_the_assassination_game
6139,The Tempest,1979,81613,1087280-tempest
6140,Tenebre,1982,84777,tenebre
6141,My Name Is Bruce,2007,489235,1196557-my_name_is_bruce
6142,Time Walker,1982,84796,time_walker
6143,Trail of the Pink Panther,1982,84814,trail_of_the_pink_panther
6144,La traviata,1982,84821,traviata-la
6145,Venom,2005,428251,1151780-venom
6146,Finnegan Begin Again,1985,89145,
6147,Die weiße Rose,1982,84897,white_rose
6148,White Dog,1982,84899,white_dog
6149,Who Dares Wins,1982,83941,1007329-final_option
6150,Wrong Is Right,1982,84920,wrong_is_right
6151,Yol,1982,84934,yol
6152,Il mondo di Yor,1983,84935,yor_the_hunter_from_the_future
6153,Zapped!,1982,84945,zapped
6154,Deliver Us from Eva,2003,301181,deliver_us_from_eva
6155,How to Lose a Guy in 10 Days,2003,251127,how_to_lose_a_guy_in_10_days
6156,Shanghai Knights,2003,300471,shanghai_knights
6157,Daredevil,2003,287978,daredevil
6158,The Jungle Book 2,2003,283426,jungle_book_2
6159,All the Real Girls,2003,299458,all_the_real_girls
6160,Amandla! A Revolution in Four Part Harmony,2002,303297,amandla-a-revolution-in-four-part-harmony
6161,Chihwaseon,2002,317234,chihwaseon
6162,Jerry Maguire,1996,116695,jerry_maguire
6163,À la folie... pas du tout,2002,291579,he_loves_me_he_loves_me_not
6164,Lockdown,2000,196708,
6166,Dennis the Menace,1993,106701,dennis_the_menace
6167,The Stand,1994,108941,
6168,10 to Midnight,1983,85121,ten_to_midnight
6169,The Black Stallion Returns,1983,85248,black_stallion_returns
6170,The Black Stallion,1979,78872,black_stallion
6172,A Countess from Hong Kong,1967,61523,countess_from_hong_kong
6173,Into the West,1992,104522,1046771-into_the_west
6174,Kinjite: Forbidden Subjects,1989,97670,kinjite_forbidden_subjects
6175,Messenger of Death,1988,95626,messenger_of_death
6176,Mr. Majestyk,1974,71866,mr_majestyk
6177,Murphy's Law,1986,91575,murphys_law
6178,A Patch of Blue,1965,59573,patch_of_blue
6179,A Prayer for the Dying,1987,93771,prayer_for_the_dying
6180,Q,1982,84556,q
6181,The Red Badge of Courage,1951,43961,red_badge_of_courage
6182,The Thrill of It All,1963,57581,thrill_of_it_all
6183,Pillow Talk,1959,53172,pillow_talk
6184,The Man Who Fell to Earth,1976,74851,man_who_fell_to_earth
6185,Dark Blue,2002,279331,dark_blue
6186,Gods and Generals,2003,279111,gods_and_generals
6187,The Life of David Gale,2003,289992,life_of_david_gale
6188,Old School,2003,302886,old_school
6190,Lawless Heart,2001,276276,lawless_heart
6191,The Navigators,2001,279977,1120811-navigators
6192,Elsker dig for evigt,2002,315543,open_hearts
6193,Poolhall Junkies,2002,273982,poolhall_junkies
6194,Till Human Voices Wake Us,2002,240980,till_human_voices_wake_us
6195,Stone Reader,2002,324080,stone_reader
6196,Cradle 2 the Grave,2003,306685,cradle_2_the_grave
6197,Spider,2002,278731,1120292-spider
6198,American Heart,1992,103670,american_heart
6199,Edie & Pen,1996,116169,edie_and_pen
6200,Insignificance,1985,89343,insignificance
6201,Lady Jane,1986,91374,lady_jane
6202,Hatuna Meuheret,2001,287471,late_marriage
6203,Life Stinks,1991,102303,life_stinks
6204,The Meteor Man,1993,107563,meteor_man
6205,Mr. North,1988,95665,mr_north
6206,Dead Poets Society,1989,97165,dead_poets_society
6207,The Slaughter Rule,2002,266971,slaughter_rule
6208,Teenagers from Outer Space,1959,53337,teenagers_from_outer_space
6209,Trouble Bound,1993,105645,trouble_bound
6210,WaSanGo,2001,301429,volcano-high2003
6211,Enchanted,2007,461770,enchanted
6212,Bringing Down the House,2003,305669,bringing_down_the_house
